TimeSinceStart,UserHeight,TrialID,ParticipantID,ExperimentSequence,Dataset,Layout,TaskID,TaskLevel,TrialState,CameraPosition.x,CameraPosition.y,CameraPosition.z,CameraEulerAngles.x,CameraEulerAngles.y,CameraEulerAngles.z,LeftControllerPosition.x,LeftControllerPosition.y,LeftControllerPosition.z,LeftControllerEulerAngles.x,LeftControllerEulerAngles.y,LeftControllerEulerAngles.z,RightControllerPosition.x,RightControllerPosition.y,RightControllerPosition.z,RightControllerEulerAngles.x,RightControllerEulerAngles.y,RightControllerEulerAngles.z,LeftMenuButtonPressed,LeftTriggerButtonPressed,LeftGripButtonPressed,LeftPadPressed,RightMenuButtonPressed,RightTriggerButtonPressed,RightGripButtonPressed,RightPadPressed,RotatingClockwise,RotatingAnticlockwise,ScaleUp,ScaleDown,SMManagerPosition.x,SMManagerPosition.y,SMManagerPosition.z,SMManagerScale,SMRotationDiff,FilterXMin,FilterXMax,FilterYMin,FilterYMax,FilterZMin,FilterZMax,RawGazeFromPupil2D.x,RawGazeFromPupil2D.y,SMGazed,GazePositionAfterCalculation.x,GazePositionAfterCalculation.y,GazePositionAfterCalculation.z
31.44444,1.644269,0,15,3,BIM,Flat,0,1,PreTask,-0.5470385,1.674038,-0.8438512,332.1157,52.4636,16.73057,-1.618775,0.7978739,-1.976334,343.1308,162.4939,1.795462,-0.4000905,1.126333,-0.6373807,329.9423,45.31816,347.2716,False,False,False,False,False,False,False,False,False,False,False,False,0,0.6032228,0.8,0.6,0,0,1,0,1,0,1,0,0,NA,0,0,0
31.46667,1.644269,0,15,3,BIM,Flat,0,1,PreTask,-0.5478121,1.674181,-0.8431626,332.0461,51.6656,16.98761,-1.619093,0.7977225,-1.976236,343.1242,162.4971,1.775189,-0.4003837,1.126765,-0.6364561,329.9188,44.99114,347.0198,False,False,False,False,False,False,False,False,False,False,False,False,0,0.6032228,0.8,0.6,0,0,1,0,1,0,1,0,0,NA,0,0,0
31.48889,1.644269,0,15,3,BIM,Flat,0,1,PreTask,-0.5479158,1.674237,-0.8430482,332.003,51.56678,17.03161,-1.618759,0.79794,-1.976226,343.1328,162.4804,1.788003,-0.400578,1.126821,-0.6356558,329.9886,44.65469,347.1062,False,False,False,False,False,False,False,False,False,False,False,False,0,0.6032228,0.8,0.6,0,0,1,0,1,0,1,0,0,NA,0,0,0
31.51111,1.644269,0,15,3,BIM,Flat,0,1,PreTask,-0.5481057,1.674253,-0.84297,331.9599,51.4722,17.06146,-1.618796,0.7978729,-1.97631,343.1251,162.4859,1.78912,-0.4007893,1.127155,-0.6351794,329.9898,44.37981,347.3023,False,False,False,False,False,False,False,False,False,False,False,False,0,0.6032228,0.8,0.6,0,0,1,0,1,0,1,0,0,NA,0,0,0
31.55556,1.644269,0,15,3,BIM,Flat,0,1,PreTask,-0.5483339,1.674437,-0.8429357,331.899,51.30107,17.1421,-1.619111,0.7979554,-1.976334,343.1225,162.4866,1.792266,-0.4009705,1.127226,-0.6344813,329.9904,44.05537,347.4499,False,False,False,False,False,False,False,False,False,False,False,False,0,0.6032228,0.8,0.6,0,0,1,0,1,0,1,0,0,NA,0,0,0
31.57778,1.644269,0,15,3,BIM,Flat,0,1,PreTask,-0.5483928,1.674513,-0.8429002,331.8667,51.26461,17.17365,-1.619251,0.797834,-1.976279,343.1233,162.4913,1.783171,-0.4009814,1.127478,-0.6344115,329.9194,44.00049,347.3984,False,False,False,False,False,False,False,False,False,False,False,False,0,0.6032228,0.8,0.6,0,0,1,0,1,0,1,0,0,NA,0,0,0
31.6,1.644269,0,15,3,BIM,Flat,0,1,PreTask,-0.5484379,1.674539,-0.8429655,331.8236,51.21464,17.17617,-1.619352,0.7977047,-1.976307,343.1201,162.4919,1.770436,-0.4010692,1.127628,-0.6339227,329.8091,43.90823,347.5378,False,False,False,False,False,False,False,False,False,False,False,False,0,0.6032228,0.8,0.6,0,0,1,0,1,0,1,0,0,NA,0,0,0
31.62222,1.644269,0,15,3,BIM,Flat,0,1,PreTask,-0.5485336,1.674544,-0.84303,331.7852,51.18108,17.1561,-1.619179,0.7978008,-1.976303,343.1357,162.4931,1.77535,-0.4011931,1.127894,-0.6335987,329.7567,43.71217,347.6058,False,False,False,False,False,False,False,False,False,False,False,False,0,0.6032228,0.8,0.6,0,0,1,0,1,0,1,0,0,NA,0,0,0
31.64445,1.644269,0,15,3,BIM,Flat,0,1,PreTask,-0.5486412,1.674608,-0.8430685,331.7589,51.12909,17.13654,-1.61925,0.7978886,-1.97623,343.1202,162.4942,1.777852,-0.4014368,1.128092,-0.6330761,329.772,43.50109,347.8667,False,False,False,False,False,False,False,False,False,False,False,False,0,0.6032228,0.8,0.6,0,0,1,0,1,0,1,0,0,NA,0,0,0
31.66667,1.644269,0,15,3,BIM,Flat,0,1,PreTask,-0.5487138,1.674613,-0.8430914,331.7378,51.06951,17.14901,-1.619163,0.7978295,-1.976179,343.1268,162.5072,1.781098,-0.4012444,1.128044,-0.6328067,329.7171,43.46393,347.7655,False,False,False,False,False,False,False,False,False,False,False,False,0,0.6032228,0.8,0.6,0,0,1,0,1,0,1,0,0,NA,0,0,0
