TimeSinceStart,UserHeight,TrialID,ParticipantID,ExperimentSequence,Dataset,Layout,TaskID,TaskLevel,TrialState,CameraPosition.x,CameraPosition.y,CameraPosition.z,CameraEulerAngles.x,CameraEulerAngles.y,CameraEulerAngles.z,LeftControllerPosition.x,LeftControllerPosition.y,LeftControllerPosition.z,LeftControllerEulerAngles.x,LeftControllerEulerAngles.y,LeftControllerEulerAngles.z,RightControllerPosition.x,RightControllerPosition.y,RightControllerPosition.z,RightControllerEulerAngles.x,RightControllerEulerAngles.y,RightControllerEulerAngles.z,LeftMenuButtonPressed,LeftTriggerButtonPressed,LeftGripButtonPressed,LeftPadPressed,RightMenuButtonPressed,RightTriggerButtonPressed,RightGripButtonPressed,RightPadPressed,RotatingClockwise,RotatingAnticlockwise,ScaleUp,ScaleDown,SMManagerPosition.x,SMManagerPosition.y,SMManagerPosition.z,SMManagerScale,SMRotationDiff,FilterXMin,FilterXMax,FilterYMin,FilterYMax,FilterZMin,FilterZMax,RawGazeFromPupil2D.x,RawGazeFromPupil2D.y,SMGazed,GazePositionAfterCalculation.x,GazePositionAfterCalculation.y,GazePositionAfterCalculation.z
10.51111,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.28261,0.6629546,-2.190072,354.5971,232.2777,1.614848,-1.755964,0.947003,-2.059211,345.2492,161.3293,10.68645,-1.591679,0.94612,-1.971594,346.3871,151.8474,357.1604,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
10.58889,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.282657,0.6629721,-2.190223,354.6122,232.2764,1.622258,-1.756015,0.9471287,-2.059368,345.2492,161.3235,10.6902,-1.591561,0.945869,-1.971644,346.3843,151.8428,357.1591,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
10.67778,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.282855,0.6630273,-2.190443,354.5947,232.2814,1.619107,-1.756235,0.9469396,-2.059261,345.2346,161.3293,10.66858,-1.59146,0.9460396,-1.97165,346.3842,151.8426,357.1462,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
10.75556,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.282983,0.6629378,-2.190429,354.6166,232.2998,1.621734,-1.756188,0.9470875,-2.059314,345.2392,161.3295,10.67354,-1.591671,0.9463254,-1.971792,346.3773,151.8282,357.1476,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
10.83333,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.282943,0.6628054,-2.190472,354.6116,232.2951,1.623752,-1.756264,0.9470183,-2.059505,345.2302,161.311,10.68682,-1.591771,0.9460051,-1.971786,346.3699,151.8249,357.1679,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
10.9,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.28292,0.6627985,-2.190471,354.6034,232.2932,1.625398,-1.756091,0.9467816,-2.059407,345.2378,161.3132,10.68154,-1.591513,0.9458416,-1.971663,346.3606,151.8509,357.1459,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
10.97778,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.282932,0.6628633,-2.190308,354.6107,232.2835,1.628357,-1.756122,0.9468275,-2.059493,345.2406,161.3203,10.6762,-1.591587,0.9459543,-1.97166,346.3612,151.8643,357.1338,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
11.04445,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.282905,0.6628363,-2.190193,354.6043,232.2948,1.638288,-1.756274,0.9468992,-2.059351,345.2344,161.3085,10.67276,-1.591773,0.9461392,-1.971761,346.3538,151.8608,357.1282,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
11.12222,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.282932,0.6627935,-2.190197,354.6141,232.279,1.627093,-1.756183,0.9469128,-2.0594,345.2396,161.3194,10.67931,-1.591705,0.9460239,-1.971707,346.3578,151.8528,357.1378,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
11.18889,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.28281,0.662781,-2.190334,354.6241,232.3,1.649847,-1.756332,0.9470061,-2.059458,345.2406,161.3043,10.68596,-1.591992,0.9461703,-1.971891,346.3576,151.8702,357.1176,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
11.26667,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.282764,0.6629434,-2.190413,354.6196,232.3153,1.647646,-1.75609,0.9470272,-2.059479,345.2398,161.3168,10.68474,-1.591411,0.9459364,-1.971793,346.3808,151.8546,357.1175,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
11.33333,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.282809,0.6628985,-2.190985,354.6271,232.3437,1.636348,-1.755851,0.9467754,-2.0595,345.2463,161.3149,10.67798,-1.591243,0.9456954,-1.971967,346.3831,151.8622,357.121,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
11.41111,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.282755,0.6629744,-2.191397,354.6284,232.3536,1.640147,-1.75587,0.9467193,-2.059708,345.2274,161.3015,10.70079,-1.591119,0.9458703,-1.971929,346.3804,151.8365,357.1537,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
11.47778,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.282676,0.6629537,-2.191582,354.638,232.3718,1.662362,-1.756186,0.9467047,-2.059607,345.2348,161.3126,10.68294,-1.591333,0.9459423,-1.971841,346.37,151.8505,357.1436,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
11.55556,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.282841,0.6630508,-2.19105,354.6475,232.3461,1.627981,-1.756407,0.9468738,-2.0598,345.2335,161.3062,10.68397,-1.591388,0.9458661,-1.971885,346.3592,151.86,357.1276,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
11.62222,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.282809,0.6630733,-2.191053,354.6149,232.3637,1.642037,-1.756403,0.9469204,-2.059977,345.2334,161.3026,10.6847,-1.591283,0.94574,-1.971864,346.3532,151.856,357.1346,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
11.7,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.282858,0.6630719,-2.190845,354.653,232.36,1.629755,-1.75658,0.9468393,-2.060066,345.2232,161.2852,10.69182,-1.591504,0.9459028,-1.971967,346.3405,151.8694,357.1417,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
11.76667,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.282835,0.6630598,-2.191158,354.6354,232.3792,1.634235,-1.756535,0.9467822,-2.060033,345.2252,161.2674,10.69919,-1.59134,0.945925,-1.972034,346.352,151.8435,357.155,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
11.84444,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.282822,0.6631,-2.191113,354.6644,232.3716,1.638216,-1.756627,0.9466742,-2.059986,345.2263,161.2901,10.68788,-1.59141,0.945877,-1.972109,346.3336,151.8579,357.1363,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
11.91111,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.282892,0.6630745,-2.191132,354.6354,232.374,1.644271,-1.756699,0.9470136,-2.060047,345.2196,161.2804,10.68273,-1.591791,0.9459862,-1.972103,346.3404,151.8598,357.1464,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
11.98889,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.282824,0.6629878,-2.190859,354.6278,232.3953,1.655733,-1.756669,0.9468112,-2.060092,345.2227,161.2699,10.72046,-1.591574,0.9459049,-1.972178,346.3463,151.844,357.1734,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
12.06667,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.282907,0.6629014,-2.190856,354.658,232.3745,1.63748,-1.756732,0.9468886,-2.060041,345.1948,161.2502,10.71447,-1.591967,0.946012,-1.972189,346.3281,151.8399,357.1484,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
12.13333,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.28286,0.6630412,-2.190972,354.6448,232.3947,1.658512,-1.756911,0.9469185,-2.060222,345.2175,161.2701,10.71862,-1.591614,0.9457666,-1.972191,346.3541,151.83,357.1649,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
12.21111,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.28294,0.6630787,-2.190972,354.6631,232.3895,1.65504,-1.756881,0.9467206,-2.060215,345.2158,161.2517,10.72714,-1.591699,0.9457078,-1.972149,346.3502,151.8429,357.1603,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
12.27778,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.283032,0.6631473,-2.191038,354.6586,232.3831,1.66271,-1.757111,0.9467516,-2.060229,345.2329,161.2545,10.73216,-1.591745,0.9459046,-1.972075,346.3637,151.8215,357.2061,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
12.35556,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.283118,0.6631707,-2.191122,354.647,232.4062,1.640826,-1.757171,0.9466995,-2.060364,345.2419,161.2743,10.72955,-1.591579,0.9457111,-1.972184,346.3745,151.8176,357.1903,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
12.42222,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.283094,0.6630775,-2.1912,354.6692,232.4172,1.651795,-1.757166,0.9465599,-2.060343,345.2432,161.2846,10.72922,-1.591802,0.9458406,-1.972161,346.3828,151.8197,357.1864,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
12.5,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.283111,0.6630365,-2.191236,354.6366,232.4115,1.643212,-1.757583,0.9468788,-2.060338,345.2379,161.2787,10.73357,-1.592271,0.9460192,-1.972198,346.3675,151.8187,357.1859,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
12.57778,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.28312,0.6630459,-2.190535,354.6391,232.4136,1.650123,-1.757743,0.946846,-2.060254,345.2411,161.2874,10.71331,-1.5922,0.9462482,-1.972153,346.364,151.7762,357.2159,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
12.62222,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.283168,0.6628051,-2.190645,354.6328,232.4023,1.63721,-1.75761,0.9468766,-2.060173,345.2467,161.2777,10.71248,-1.592258,0.9462956,-1.972101,346.3693,151.7932,357.2054,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
12.67778,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.283283,0.6626924,-2.19046,354.6382,232.4192,1.661009,-1.757476,0.9467516,-2.060163,345.2334,161.2798,10.71788,-1.592117,0.9459687,-1.971967,346.3766,151.8214,357.1837,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
12.73333,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.283287,0.662717,-2.190424,354.6477,232.4233,1.648412,-1.757449,0.946691,-2.060218,345.248,161.2795,10.72922,-1.591977,0.9459118,-1.972139,346.3886,151.8013,357.187,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
12.78889,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.28326,0.6628996,-2.190607,354.6573,232.4247,1.637035,-1.757412,0.9466214,-2.060183,345.2516,161.2761,10.70242,-1.592049,0.9458249,-1.972018,346.3813,151.8053,357.1892,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
12.83333,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.283289,0.662852,-2.190577,354.6442,232.4298,1.658528,-1.757482,0.9465938,-2.060121,345.2627,161.2854,10.70462,-1.592076,0.9459144,-1.972201,346.3773,151.8066,357.1833,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
12.88889,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.283248,0.6628684,-2.190563,354.6599,232.4587,1.653911,-1.757581,0.9465294,-2.060205,345.2613,161.2818,10.69678,-1.59203,0.9458612,-1.972024,346.375,151.8062,357.1969,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
12.94444,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.283219,0.6628908,-2.190403,354.6701,232.4501,1.639856,-1.757412,0.9464855,-2.060187,345.2724,161.2837,10.70283,-1.59185,0.9457792,-1.972059,346.3885,151.8065,357.1903,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
13,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.283278,0.6629032,-2.190387,354.6541,232.453,1.652912,-1.757421,0.9465903,-2.060208,345.2691,161.2629,10.70571,-1.591811,0.9458827,-1.971939,346.3856,151.8012,357.1964,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
13.04445,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.283129,0.6627698,-2.190754,354.6488,232.4495,1.656912,-1.757513,0.9467551,-2.060147,345.2609,161.2703,10.70696,-1.591941,0.9459995,-1.971939,346.3929,151.797,357.2004,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
13.1,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.28318,0.6627972,-2.190759,354.666,232.453,1.650881,-1.757432,0.9467051,-2.060165,345.2738,161.2802,10.70755,-1.591877,0.9459411,-1.97195,346.4108,151.7821,357.2023,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
13.15556,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.283367,0.6628145,-2.190844,354.6734,232.4775,1.662409,-1.757457,0.9467604,-2.060447,345.2752,161.2985,10.65503,-1.591985,0.9458828,-1.972173,346.406,151.7994,357.1544,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
13.21111,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.283447,0.6627293,-2.19093,354.6592,232.4775,1.643059,-1.757695,0.9467576,-2.060214,345.2639,161.2788,10.71403,-1.591999,0.9459362,-1.972119,346.4053,151.7956,357.1956,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
13.26667,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.283507,0.6627401,-2.190921,354.6815,232.4872,1.652733,-1.757703,0.9466548,-2.0603,345.2762,161.2875,10.71482,-1.591869,0.946098,-1.972008,346.4019,151.7854,357.2197,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
13.32222,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.283473,0.6628692,-2.19086,354.6621,232.4728,1.655532,-1.757679,0.9466772,-2.060375,345.282,161.2888,10.69579,-1.592204,0.9462517,-1.972076,346.4076,151.7944,357.1938,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
13.37778,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.283434,0.6629004,-2.190794,354.6779,232.4585,1.665452,-1.757859,0.9465456,-2.060361,345.2775,161.285,10.69787,-1.592157,0.9459976,-1.972073,346.4071,151.8191,357.19,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
13.43333,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.283424,0.662946,-2.190795,354.6573,232.4782,1.660256,-1.757824,0.9465314,-2.060276,345.2761,161.2725,10.706,-1.591999,0.9460101,-1.971986,346.3972,151.814,357.189,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
13.48889,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.283389,0.6627655,-2.191037,354.6583,232.5028,1.668092,-1.757676,0.9467287,-2.060371,345.2855,161.276,10.70801,-1.591889,0.9460323,-1.972064,346.3982,151.8125,357.175,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
13.53333,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.28348,0.6628063,-2.191068,354.6847,232.4704,1.684856,-1.757728,0.9465902,-2.060433,345.2844,161.2785,10.69523,-1.591947,0.945981,-1.971949,346.3945,151.8111,357.1834,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
13.58889,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.283537,0.6627911,-2.191134,354.6524,232.4925,1.680361,-1.757647,0.9466023,-2.060349,345.289,161.2962,10.68678,-1.592,0.9458625,-1.971923,346.3885,151.8347,357.1724,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
13.64444,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.283479,0.6627863,-2.191152,354.6486,232.5045,1.692017,-1.757451,0.9465206,-2.060774,345.2858,161.2695,10.70644,-1.591631,0.9457319,-1.97194,346.386,151.8203,357.1927,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
13.7,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.28346,0.6627802,-2.191151,354.6739,232.5077,1.681358,-1.757462,0.94629,-2.060602,345.2828,161.2599,10.70285,-1.59137,0.9457388,-1.972112,346.3814,151.8312,357.1816,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
13.75556,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.283465,0.6628349,-2.191145,354.662,232.4768,1.674604,-1.757446,0.9462463,-2.060567,345.2668,161.2656,10.67858,-1.591697,0.9458312,-1.97224,346.3735,151.8351,357.1573,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
13.81111,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.283493,0.6627488,-2.191646,354.6501,232.5043,1.667854,-1.757574,0.94648,-2.060694,345.28,161.2813,10.67922,-1.591823,0.9458256,-1.972333,346.3755,151.8581,357.1379,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
13.86667,1.547785,0,13,1,BIM,Flat,0,1,PreTask,-1.283456,0.6627676,-2.191706,354.6621,232.5079,1.690812,-1.757673,0.9465176,-2.060819,345.2821,161.2747,10.66504,-1.59205,0.9458989,-1.972359,346.3814,151.8549,357.131,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.4179021,0.8,0.9379579,0,0,1,0,1,0,1,0,0,NA,0,0,0
