Latitude,Longitude,TimeStamp
59.798555,-149.660083,1466703707
59.798672,-149.660308,1466703711
59.798793,-149.660508,1466703715
59.798847,-149.66061,1466703717
59.79894,-149.660783,1466703721
59.799015,-149.660958,1466703727
59.799092,-149.66104,1466703731
59.799132,-149.661078,1466703733
59.799215,-149.661152,1466703737
59.799312,-149.661253,1466703741
59.799408,-149.66141,1466703747
59.799483,-149.661542,1466703751
59.79956,-149.661697,1466703757
59.799613,-149.661837,1466703761
59.799613,-149.661837,1466703761
59.799713,-149.662022,1466703767
59.799752,-149.662083,1466703769
59.799798,-149.662143,1466703771
59.799913,-149.662408,1466703777
59.800033,-149.662688,1466703783
59.800088,-149.66291,1466703787
59.800088,-149.66291,1466703787
59.800175,-149.663233,1466703793
59.80024,-149.663443,1466703797
59.80034,-149.663747,1466703803
59.800425,-149.663923,1466703807
59.800575,-149.664132,1466703813
59.800708,-149.664283,1466703817
59.800912,-149.664553,1466703823
59.801055,-149.66471,1466703827
59.801282,-149.664877,1466703833
59.867185,-149.635485,1466705351
59.867185,-149.635485,1466705351
59.867257,-149.635142,1466705357
59.867268,-149.634883,1466705361
59.867335,-149.634532,1466705367
59.867395,-149.634308,1466705371
59.867535,-149.633977,1466705377
59.867708,-149.63367,1466705383
59.867825,-149.633437,1466705387
59.867943,-149.633197,1466705391
59.868003,-149.633078,1466705393
59.868135,-149.632852,1466705397
59.868357,-149.632558,1466705403
59.868497,-149.63237,1466705407
59.86872,-149.632147,1466705413
59.86888,-149.63204,1466705417
59.869133,-149.63191,1466705423
59.869305,-149.631842,1466705427
59.869575,-149.63173,1466705433
59.869745,-149.631657,1466705437
59.86999,-149.631518,1466705443
59.87015,-149.631413,1466705447
59.87039,-149.631193,1466705453
59.87055,-149.631013,1466705457
59.870758,-149.630662,1466705463
59.870962,-149.63031,1466705469
59.8711,-149.630072,1466705473
59.871303,-149.629717,1466705479
59.871417,-149.629443,1466705483
59.871588,-149.629033,1466705489
59.871695,-149.628747,1466705493
59.871833,-149.628265,1466705499
59.871893,-149.627922,1466705503
59.871975,-149.62738,1466705509
59.872017,-149.627007,1466705513
59.872087,-149.62645,1466705519
59.872142,-149.626095,1466705523
59.872237,-149.6256,1466705529
59.87231,-149.625273,1466705533
59.872445,-149.624812,1466705539
59.872538,-149.624492,1466705543
59.87272,-149.624057,1466705549
59.872848,-149.623805,1466705553
59.873072,-149.623458,1466705559
59.873317,-149.623155,1466705565
59.873485,-149.622963,1466705569
59.873643,-149.622773,1466705573
59.87372,-149.622675,1466705575
59.873867,-149.622482,1466705579
59.874047,-149.622232,1466705585
59.874127,-149.622123,1466705589
59.874245,-149.621903,1466705595
59.874315,-149.621737,1466705599
59.874412,-149.621468,1466705605
59.874482,-149.62124,1466705609
59.874567,-149.620918,1466705615
59.874607,-149.620705,1466705619
59.874695,-149.62035,1466705625
59.874743,-149.62013,1466705629
59.874832,-149.61982,1466705635
59.874907,-149.619618,1466705639
59.875032,-149.619327,1466705645
59.875125,-149.619132,1466705649
59.875262,-149.618873,1466705655
59.87541,-149.618657,1466705661
59.875457,-149.618593,1466705663
59.87551,-149.61852,1466705665
59.87567,-149.618272,1466705671
59.87577,-149.618087,1466705675
59.875957,-149.617835,1466705681
59.87609,-149.617725,1466705685
59.876312,-149.617607,1466705691
59.876458,-149.617527,1466705695
59.87667,-149.617455,1466705701
59.876813,-149.61745,1466705705
59.877013,-149.617462,1466705711
59.877155,-149.617467,1466705715
59.877368,-149.617483,1466705721
59.877517,-149.61749,1466705725
59.877767,-149.617448,1466705731
59.877925,-149.617403,1466705735
59.87816,-149.617355,1466705741
59.8783,-149.617362,1466705745
59.878517,-149.61753,1466705751
59.878652,-149.617878,1466705757
59.87872,-149.618132,1466705761
59.878795,-149.618515,1466705767
59.878843,-149.618752,1466705771
59.878882,-149.619125,1466705777
59.878908,-149.619388,1466705781
59.878935,-149.619703,1466705787
59.87895,-149.6199,1466705791
59.878973,-149.620192,1466705797
59.878975,-149.620378,1466705801
59.878975,-149.620378,1466705801
59.878952,-149.620645,1466705807
59.878917,-149.620808,1466705811
59.878877,-149.621078,1466705817
59.878862,-149.621253,1466705821
59.87883,-149.62154,1466705827
59.878797,-149.621717,1466705831
59.87875,-149.62197,1466705837
59.878687,-149.622225,1466705843
59.878637,-149.622392,1466705847
59.878557,-149.622663,1466705853
59.878497,-149.622842,1466705857
59.878403,-149.623095,1466705863
59.878342,-149.623273,1466705867
59.87824,-149.623535,1466705873
59.878162,-149.623712,1466705877
59.878028,-149.623967,1466705883
59.87794,-149.624132,1466705887
59.8778,-149.62439,1466705893
59.877702,-149.624578,1466705897
59.87755,-149.62486,1466705903
59.877452,-149.625035,1466705907
59.877303,-149.62528,1466705913
59.877208,-149.62546,1466705917
59.877073,-149.625747,1466705923
59.876992,-149.62596,1466705927
59.87687,-149.626297,1466705933
59.876767,-149.62661,1466705939
59.876703,-149.626833,1466705943
59.876627,-149.627202,1466705949
59.876587,-149.627462,1466705953
59.876548,-149.627862,1466705959
59.876505,-149.628138,1466705963
59.876448,-149.62853,1466705969
59.876407,-149.628793,1466705973
59.876357,-149.629205,1466705979
59.876322,-149.629497,1466705983
59.87628,-149.629925,1466705989
59.876253,-149.630225,1466705993
59.876213,-149.630645,1466705999
59.876195,-149.630932,1466706003
59.876165,-149.631358,1466706009
59.876148,-149.631637,1466706013
59.876147,-149.632075,1466706019
59.876167,-149.632535,1466706025
59.876197,-149.632832,1466706029
59.876233,-149.633303,1466706035
59.876257,-149.633625,1466706039
59.876258,-149.634088,1466706045
59.876238,-149.63439,1466706049
59.876165,-149.634838,1466706055
59.876112,-149.635145,1466706059
59.876045,-149.63557,1466706065
59.875993,-149.63587,1466706069
59.875912,-149.636328,1466706075
59.875842,-149.636625,1466706079
59.875738,-149.637105,1466706085
59.875675,-149.637428,1466706089
59.875588,-149.637952,1466706095
59.875523,-149.638287,1466706099
59.875425,-149.638767,1466706105
59.875352,-149.639087,1466706109
59.87528,-149.639408,1466706113
59.875238,-149.639567,1466706115
59.875115,-149.640008,1466706121
59.875038,-149.640317,1466706125
59.87489,-149.64076,1466706131
59.87477,-149.641042,1466706135
59.874582,-149.641425,1466706141
59.874452,-149.641685,1466706145
59.874282,-149.642065,1466706151
59.874177,-149.642337,1466706155
59.874005,-149.642738,1466706161
59.873887,-149.64301,1466706165
59.873735,-149.64342,1466706171
59.873673,-149.643713,1466706175
59.873715,-149.644227,1466706181
59.873717,-149.644575,1466706185
59.87368,-149.645082,1466706191
59.873637,-149.645412,1466706195
59.873543,-149.64589,1466706201
59.873463,-149.646185,1466706205
59.87332,-149.646585,1466706211
59.873197,-149.647,1466706217
59.873093,-149.647252,1466706221
59.872893,-149.64764,1466706227
59.872762,-149.647937,1466706231
59.87258,-149.648398,1466706237
59.872482,-149.648755,1466706241
59.872315,-149.649255,1466706247
59.872232,-149.64958,1466706251
59.872155,-149.650112,1466706257
59.87211,-149.650492,1466706261
59.87205,-149.651048,1466706267
59.872018,-149.65143,1466706271
59.871972,-149.652023,1466706277
59.871962,-149.652637,1466706284
59.87198,-149.653217,1466706289
59.871988,-149.653572,1466706293
59.872007,-149.654113,1466706299
59.872022,-149.654458,1466706303
59.872023,-149.655002,1466706309
59.871965,-149.65536,1466706313
59.871843,-149.655883,1466706319
59.871757,-149.656215,1466706323
59.871608,-149.656682,1466706329
59.87145,-149.657107,1466706335
59.87135,-149.6574,1466706339
59.871222,-149.65785,1466706345
59.871135,-149.65815,1466706349
59.871135,-149.65815,1466706349
59.871008,-149.658595,1466706355
59.870907,-149.658892,1466706359
59.870787,-149.65934,1466706365
59.870703,-149.659623,1466706369
59.87055,-149.660117,1466706375
59.870468,-149.660427,1466706379
59.870385,-149.660917,1466706385
59.870342,-149.66124,1466706389
59.870303,-149.66175,1466706395
59.870282,-149.66207,1466706399
59.870232,-149.662548,1466706405
59.87016,-149.662863,1466706409
59.870018,-149.663328,1466706415
59.869908,-149.663615,1466706419
59.869723,-149.664038,1466706425
59.869525,-149.664427,1466706431
59.869395,-149.664688,1466706435
59.869395,-149.664688,1466706435
59.869245,-149.665112,1466706441
59.869168,-149.665428,1466706445
59.869043,-149.665917,1466706451
59.868957,-149.666232,1466706455
59.868858,-149.666705,1466706461
59.86879,-149.667017,1466706465
59.868722,-149.667503,1466706471
59.868702,-149.66784,1466706475
59.868702,-149.66784,1466706475
59.868722,-149.668317,1466706481
59.868783,-149.668607,1466706485
59.868945,-149.668965,1466706491
59.869067,-149.669153,1466706495
59.869278,-149.669323,1466706501
59.869422,-149.669367,1466706505
59.869652,-149.669377,1466706511
59.869802,-149.669378,1466706515
59.870022,-149.669382,1466706521
59.870245,-149.669372,1466706527
59.713525,-149.736942,1466152485
59.713395,-149.73714,1466152489
59.71332,-149.737227,1466152491
59.713187,-149.737408,1466152495
59.713187,-149.737408,1466152495
59.712993,-149.737713,1466152501
59.71286,-149.737928,1466152505
59.71267,-149.73822,1466152511
59.712472,-149.738502,1466152517
59.712342,-149.738678,1466152521
59.712145,-149.738975,1466152527
59.712018,-149.739147,1466152531
59.711818,-149.739388,1466152537
59.711675,-149.739533,1466152541
59.711457,-149.739728,1466152547
59.711312,-149.739857,1466152551
59.71108,-149.739972,1466152557
59.71092,-149.739948,1466152561
59.710685,-149.739813,1466152567
59.710532,-149.739705,1466152571
59.710295,-149.739642,1466152577
59.710153,-149.739657,1466152581
59.709938,-149.739735,1466152587
59.709792,-149.739828,1466152591
59.709585,-149.740017,1466152597
59.709443,-149.74016,1466152601
59.709257,-149.740398,1466152607
59.709072,-149.740643,1466152613
59.708928,-149.74083,1466152617
59.708742,-149.741122,1466152623
59.708635,-149.741352,1466152627
59.708525,-149.741742,1466152633
59.708478,-149.742003,1466152637
59.708432,-149.742402,1466152643
59.708413,-149.742688,1466152647
59.708403,-149.743128,1466152653
59.708392,-149.74341,1466152657
59.708385,-149.743852,1466152663
59.708385,-149.744177,1466152667
59.708372,-149.74465,1466152673
59.708357,-149.744957,1466152677
59.708325,-149.745437,1466152683
59.708287,-149.745743,1466152687
59.708215,-149.74622,1466152693
59.708135,-149.746668,1466152699
59.708135,-149.746668,1466152699
59.70794,-149.747362,1466152709
59.707817,-149.747565,1466152713
59.707587,-149.747713,1466152719
59.707428,-149.747703,1466152723
59.707213,-149.747692,1466152729
59.707068,-149.747667,1466152733
59.706915,-149.747603,1466152737
59.70684,-149.74756,1466152739
59.706693,-149.747467,1466152743
59.706462,-149.747357,1466152749
59.706378,-149.747337,1466152751
59.706215,-149.74732,1466152755
59.706057,-149.747358,1466152759
59.705977,-149.747385,1466152761
59.705815,-149.747412,1466152765
59.705655,-149.747413,1466152769
59.705412,-149.747418,1466152775
59.705252,-149.74746,1466152779
59.705012,-149.747502,1466152785
59.70485,-149.747542,1466152789
59.704612,-149.747603,1466152795
59.704443,-149.747643,1466152799
59.704202,-149.747695,1466152805
59.704047,-149.747705,1466152809
59.703812,-149.747727,1466152815
59.703728,-149.747738,1466152817
59.703642,-149.747753,1466152819
59.70339,-149.747813,1466152825
59.703228,-149.747823,1466152829
59.703067,-149.74781,1466152833
59.702992,-149.74781,1466152835
59.702992,-149.74781,1466152835
59.70283,-149.747827,1466152839
59.702593,-149.747842,1466152845
59.70236,-149.747887,1466152851
59.702205,-149.747945,1466152855
59.701955,-149.74801,1466152862
59.701713,-149.748123,1466152867
59.701558,-149.748247,1466152871
59.701558,-149.748247,1466152871
59.701325,-149.748433,1466152877
59.701167,-149.748535,1466152881
59.700927,-149.748668,1466152887
59.700772,-149.748792,1466152891
59.700613,-149.748917,1466152895
59.70053,-149.748965,1466152897
59.700365,-149.749042,1466152901
59.70011,-149.74915,1466152907
59.699937,-149.749223,1466152911
59.699683,-149.749325,1466152917
59.699507,-149.749382,1466152921
59.699248,-149.749428,1466152927
59.698997,-149.749375,1466152933
59.698827,-149.749323,1466152937
59.698572,-149.749255,1466152943
59.698405,-149.749228,1466152947
59.698152,-149.749218,1466152953
59.697985,-149.749212,1466152957
59.697742,-149.749197,1466152963
59.697742,-149.749197,1466152963
59.69735,-149.749157,1466152973
59.697183,-149.749133,1466152977
59.696937,-149.749078,1466152983
59.696773,-149.749037,1466152987
59.696525,-149.74902,1466152993
59.696363,-149.74902,1466152997
59.696113,-149.749045,1466153003
59.695947,-149.749077,1466153007
59.695697,-149.749135,1466153013
59.69546,-149.749162,1466153019
59.695303,-149.74917,1466153023
59.695098,-149.749023,1466153029
59.695065,-149.748898,1466153031
59.695045,-149.748768,1466153033
59.69504,-149.748323,1466153039
59.695043,-149.747988,1466153043
59.694997,-149.747477,1466153049
59.694915,-149.747187,1466153053
59.694703,-149.746998,1466153059
59.694547,-149.746995,1466153063
59.694305,-149.747002,1466153069
59.694143,-149.746932,1466153073
59.69407,-149.74686,1466153075
59.693927,-149.746708,1466153079
59.693787,-149.746562,1466153083
59.693612,-149.746278,1466153089
59.693527,-149.745988,1466153093
59.69347,-149.745472,1466153099
59.693493,-149.74496,1466153105
59.693547,-149.744465,1466153111
59.693605,-149.743955,1466153117
59.693643,-149.743585,1466153121
59.69372,-149.743018,1466153127
59.693782,-149.742655,1466153131
59.69388,-149.742155,1466153137
59.693952,-149.74184,1466153141
59.694093,-149.741388,1466153149
59.694512,-149.7411,1466153159
59.694815,-149.741155,1466153163
59.69641,-149.741008,1466153231
59.697935,-149.73855,1466153235
59.698037,-149.738265,1466153241
59.69807,-149.738167,1466153243
59.698102,-149.73807,1466153245
59.698205,-149.737753,1466153251
59.698285,-149.7375,1466153255
59.698395,-149.737138,1466153261
59.69847,-149.736893,1466153265
59.698507,-149.736773,1466153267
59.69858,-149.736518,1466153271
59.698657,-149.736255,1466153275
59.698777,-149.735867,1466153281
59.698863,-149.735612,1466153285
59.69891,-149.73548,1466153287
59.699,-149.735237,1466153291
59.699118,-149.73498,1466153297
59.699208,-149.734813,1466153301
59.699395,-149.734562,1466153307
59.699562,-149.73445,1466153311
59.699835,-149.73441,1466153317
59.700027,-149.734417,1466153321
59.700323,-149.734417,1466153327
59.700522,-149.73439,1466153331
59.70083,-149.7343,1466153337
59.701003,-149.734197,1466153341
59.701227,-149.733943,1466153347
59.70135,-149.733717,1466153351
59.701522,-149.733298,1466153357
59.701592,-149.732968,1466153361
59.701648,-149.732438,1466153367
59.70165,-149.731955,1466153373
59.701622,-149.73168,1466153377
59.701535,-149.731333,1466153383
59.701453,-149.731133,1466153387
59.70131,-149.730865,1466153393
59.701208,-149.7307,1466153397
59.701037,-149.73049,1466153403
59.70098,-149.73042,1466153405
59.700923,-149.730347,1466153407
59.700763,-149.73015,1466153413
59.70065,-149.730038,1466153417
59.70046,-149.729835,1466153423
59.70032,-149.729653,1466153427
59.700138,-149.729325,1466153433
59.700038,-149.729087,1466153437
59.699912,-149.728725,1466153443
59.699827,-149.728463,1466153447
59.699698,-149.72807,1466153453
59.699622,-149.727787,1466153457
59.699507,-149.727387,1466153463
59.69947,-149.727265,1466153465
59.6994,-149.727018,1466153469
59.699332,-149.72677,1466153473
59.699332,-149.72677,1466153473
59.699233,-149.726412,1466153479
59.699167,-149.726165,1466153483
59.699058,-149.725783,1466153489
59.69899,-149.725505,1466153493
59.698907,-149.725068,1466153499
59.698883,-149.724933,1466153501
59.69886,-149.7248,1466153503
59.698808,-149.724365,1466153509
59.698778,-149.724063,1466153513
59.69872,-149.72361,1466153519
59.698678,-149.723333,1466153523
59.69863,-149.72306,1466153527
59.698603,-149.72292,1466153529
59.698547,-149.72266,1466153533
59.698452,-149.72232,1466153539
59.69838,-149.722108,1466153543
59.698253,-149.721815,1466153549
59.698098,-149.721563,1466153555
59.697995,-149.72141,1466153559
59.697943,-149.721338,1466153561
59.69783,-149.721212,1466153565
59.697702,-149.72109,1466153569
59.697488,-149.720933,1466153575
59.697488,-149.720933,1466153575
59.69734,-149.720848,1466153579
59.69712,-149.720752,1466153585
59.696973,-149.720742,1466153589
59.696753,-149.720757,1466153595
59.696618,-149.720762,1466153599
59.696417,-149.720725,1466153605
59.696192,-149.720742,1466153611
59.696043,-149.720815,1466153615
59.6958,-149.720927,1466153621
59.6958,-149.720927,1466153621
59.695647,-149.721025,1466153625
59.804045,-149.781302,1466780293
59.803897,-149.781427,1466780297
59.803732,-149.781698,1466780303
59.803695,-149.78193,1466780307
59.803698,-149.782345,1466780313
59.803707,-149.782747,1466780319
59.803722,-149.783073,1466780323
59.80381,-149.78357,1466780329
59.80381,-149.78357,1466780329
59.803885,-149.783892,1466780333
59.803963,-149.784265,1466780339
59.804025,-149.78452,1466780343
59.804147,-149.784922,1466780349
59.80423,-149.785258,1466780353
59.804355,-149.785762,1466780359
59.804445,-149.78606,1466780363
59.80457,-149.78645,1466780369
59.804645,-149.78668,1466780373
59.804757,-149.787063,1466780379
59.80484,-149.787325,1466780383
59.804962,-149.787728,1466780389
59.80503,-149.787977,1466780393
59.805155,-149.788345,1466780399
59.805293,-149.788723,1466780405
59.805378,-149.788983,1466780409
59.805503,-149.789322,1466780415
59.805603,-149.789575,1466780419
59.80572,-149.78993,1466780425
59.805812,-149.790182,1466780429
59.805953,-149.790568,1466780435
59.806045,-149.790818,1466780439
59.80622,-149.791137,1466780445
59.806358,-149.791358,1466780449
59.806458,-149.791595,1466780453
59.8065,-149.791717,1466780455
59.80658,-149.791943,1466780459
59.806743,-149.792293,1466780465
59.806857,-149.792537,1466780469
59.807063,-149.792857,1466780475
59.807208,-149.793067,1466780479
59.807342,-149.79344,1466780485
59.807428,-149.793653,1466780489
59.80762,-149.793993,1466780495
59.807792,-149.79434,1466780501
59.807897,-149.794557,1466780505
59.808048,-149.794902,1466780511
59.808207,-149.795252,1466780518
59.808353,-149.795583,1466780523
59.808482,-149.795793,1466780527
59.80865,-149.796198,1466780533
59.808752,-149.796468,1466780537
59.808967,-149.79678,1466780543
59.809108,-149.797,1466780547
59.80931,-149.797323,1466780553
59.809427,-149.797522,1466780557
59.809603,-149.797822,1466780563
59.809752,-149.798043,1466780567
59.809953,-149.798348,1466780573
59.810087,-149.798538,1466780577
59.810263,-149.798832,1466780583
59.810383,-149.798998,1466780587
59.810573,-149.799257,1466780593
59.810625,-149.799327,1466780595
59.810677,-149.79938,1466780597
59.810677,-149.79938,1466780597
59.810828,-149.79954,1466780603
59.81094,-149.799663,1466780607
59.811075,-149.79983,1466780613
59.81122,-149.80001,1466780619
59.811318,-149.80013,1466780623
59.811365,-149.800183,1466780625
59.811458,-149.800285,1466780629
59.811458,-149.800285,1466780629
59.811543,-149.800383,1466780633
59.811683,-149.80049,1466780639
59.811782,-149.800542,1466780643
59.811938,-149.800617,1466780649
59.812045,-149.800658,1466780653
59.812098,-149.80068,1466780655
59.812195,-149.800735,1466780659
59.812277,-149.800793,1466780663
59.81241,-149.80087,1466780669
59.812515,-149.80092,1466780673
59.812573,-149.800938,1466780675
59.812632,-149.800947,1466780677
59.812687,-149.800947,1466780679
59.812805,-149.800943,1466780683
59.812805,-149.800943,1466780683
59.812982,-149.80099,1466780689
59.813033,-149.801027,1466780691
59.81309,-149.801067,1466780693
59.81309,-149.801067,1466780693
59.81327,-149.801177,1466780699
59.81327,-149.801177,1466780699
59.813388,-149.80126,1466780703
59.81358,-149.801362,1466780703
59.81379,-149.801437,1466780715
59.81379,-149.801437,1466780715
59.813927,-149.801532,1466780719
59.813985,-149.801598,1466780721
59.813985,-149.801598,1466780721
59.814107,-149.801757,1466780725
59.814303,-149.801937,1466780731
59.814442,-149.802018,1466780735
59.814642,-149.802158,1466780741
59.814792,-149.802213,1466780745
59.814958,-149.802257,1466780749
59.815028,-149.802278,1466780751
59.815222,-149.80234,1466780757
59.815348,-149.802402,1466780761
59.815527,-149.80255,1466780767
59.815632,-149.802652,1466780771
59.815688,-149.802697,1466780773
59.815812,-149.802777,1466780777
59.815937,-149.802843,1466780781
59.816038,-149.802948,1466780785
59.816093,-149.80301,1466780787
59.816153,-149.803083,1466780789
59.816212,-149.803158,1466780791
59.816403,-149.803338,1466780797
59.816557,-149.803462,1466780801
59.816617,-149.803545,1466780803
59.81673,-149.803727,1466780807
59.816835,-149.803952,1466780811
59.816985,-149.804355,1466780821
59.81711,-149.804873,1466780826
59.817172,-149.805172,1466780831
59.817297,-149.805617,1466780835
59.817388,-149.80589,1466780839
59.817428,-149.806003,1466780841
59.817518,-149.806238,1466780845
59.817655,-149.806552,1466780851
59.81777,-149.80673,1466780855
59.81796,-149.806967,1466780861
59.81811,-149.807112,1466780865
59.81825,-149.807237,1466780871
59.818463,-149.80741,1466780875
59.81854,-149.807443,1466780877
59.818693,-149.807498,1466780881
59.818693,-149.807498,1466780881
59.818827,-149.80756,1466780885
59.819018,-149.807675,1466780891
59.819152,-149.807742,1466780895
59.819305,-149.807783,1466780899
59.819382,-149.807807,1466780901
59.819515,-149.80785,1466780905
59.819657,-149.807848,1466780909
59.819723,-149.807833,1466780911
59.819918,-149.80774,1466780917
59.819918,-149.80774,1466780917
59.820053,-149.807718,1466780921
59.820053,-149.807718,1466780921
59.820178,-149.807753,1466780925
59.820235,-149.80782,1466780927
59.82029,-149.807877,1466780929
59.820355,-149.807912,1466780931
59.82056,-149.807982,1466780937
59.82069,-149.808022,1466780941
59.820903,-149.808052,1466780947
59.821042,-149.808057,1466780951
59.821042,-149.808057,1466780951
59.821263,-149.80802,1466780957
59.821413,-149.807933,1466780961
59.821493,-149.807902,1466780963
59.821663,-149.80786,1466780967
59.821833,-149.807818,1466780971
59.822108,-149.8078,1466780977
59.822277,-149.807722,1466780981
59.822508,-149.807568,1466780987
59.82273,-149.807358,1466780993
59.822893,-149.80723,1466780997
59.823147,-149.80707,1466781003
59.823315,-149.80697,1466781007
59.823582,-149.80688,1466781013
59.823753,-149.806837,1466781017
59.824008,-149.806802,1466781023
59.824198,-149.806805,1466781027
59.824463,-149.806793,1466781033
59.824615,-149.806762,1466781037
59.824832,-149.80671,1466781043
59.824985,-149.80669,1466781047
59.825275,-149.806728,1466781053
59.825428,-149.80687,1466781057
59.825642,-149.807053,1466781063
59.825772,-149.80718,1466781067
59.825988,-149.807417,1466781073
59.826147,-149.807587,1466781078
59.82637,-149.807832,1466781083
59.826565,-149.808075,1466781089
59.826703,-149.808255,1466781093
59.82694,-149.808505,1466781099
59.827098,-149.80869,1466781103
59.827295,-149.80897,1466781109
59.827438,-149.80912,1466781113
59.82767,-149.809347,1466781119
59.827798,-149.809503,1466781123
59.827933,-149.80967,1466781127
59.828227,-149.809987,1466781135
59.828387,-149.810137,1466781139
59.828638,-149.810322,1466781145
59.828825,-149.81046,1466781149
59.82907,-149.810747,1466781155
59.829227,-149.81093,1466781159
59.829457,-149.811127,1466781165
59.829632,-149.811277,1466781169
59.829902,-149.811552,1466781175
59.830063,-149.81171,1466781179
59.83029,-149.811952,1466781185
59.830523,-149.81228,1466781191
59.830662,-149.812487,1466781195
59.830875,-149.812795,1466781201
59.831038,-149.812987,1466781205
59.831257,-149.81319,1466781211
59.831387,-149.813388,1466781215
59.831578,-149.813617,1466781221
59.831728,-149.813807,1466781225
59.83181,-149.81389,1466781227
59.831945,-149.814057,1466781231
59.832083,-149.814242,1466781235
59.832325,-149.814545,1466781241
59.832487,-149.81471,1466781245
59.83271,-149.814945,1466781251
59.83284,-149.815125,1466781255
59.833043,-149.815425,1466781261
59.833187,-149.815622,1466781265
59.833372,-149.815877,1466781271
59.833545,-149.816135,1466781277
59.83367,-149.816332,1466781281
59.83383,-149.816648,1466781287
59.833943,-149.816918,1466781291
59.834003,-149.817058,1466781293
59.834115,-149.8173,1466781297
59.834218,-149.817545,1466781301
59.834367,-149.817873,1466781307
59.834498,-149.818092,1466781311
59.834702,-149.818435,1466781317
59.834823,-149.818672,1466781321
59.834968,-149.819038,1466781327
59.835093,-149.819337,1466781331
59.835257,-149.819802,1466781337
59.835367,-149.82012,1466781341
59.835533,-149.82049,1466781347
59.83562,-149.820745,1466781351
59.835747,-149.821057,1466781357
59.835885,-149.821247,1466781361
59.836147,-149.821335,1466781367
59.836432,-149.82133,1466781373
59.836592,-149.821373,1466781377
59.836823,-149.821513,1466781383
59.836823,-149.821513,1466781383
59.836955,-149.821698,1466781387
59.837092,-149.821888,1466781393
59.837262,-149.822223,1466781397
59.83741,-149.822593,1466781403
59.837458,-149.822872,1466781407
59.83745,-149.82334,1466781413
59.837433,-149.823507,1466781415
59.837412,-149.823675,1466781417
59.837352,-149.824167,1466781423
59.83735,-149.824518,1466781427
59.837447,-149.82495,1466781433
59.83757,-149.825168,1466781437
59.83776,-149.825555,1466781443
59.837878,-149.825827,1466781447
59.83803,-149.826228,1466781453
59.838192,-149.826653,1466781459
59.838277,-149.826903,1466781463
59.838478,-149.827332,1466781469
59.838625,-149.827613,1466781473
59.874555,-149.736838,1466707751
59.87459,-149.736992,1466707755
59.874638,-149.737122,1466707759
59.87473,-149.737277,1466707765
59.874763,-149.737318,1466707767
59.874805,-149.737352,1466707769
59.874948,-149.737368,1466707775
59.875053,-149.737323,1466707779
59.875197,-149.737255,1466707785
59.875197,-149.737255,1466707785
59.875292,-149.737225,1466707789
59.87543,-149.737207,1466707795
59.875582,-149.737195,1466707801
59.875638,-149.737185,1466707803
59.875698,-149.737167,1466707805
59.875868,-149.737052,1466707813
59.876055,-149.736933,1466707817
59.876055,-149.736933,1466707817
59.876268,-149.736867,1466707823
59.8764,-149.736857,1466707827
59.876595,-149.736823,1466707834
59.876787,-149.736763,1466707839
59.87691,-149.736683,1466707843
59.876975,-149.73664,1466707845
59.877097,-149.736513,1466707849
59.877197,-149.736365,1466707853
59.877363,-149.736072,1466707859
59.877512,-149.735752,1466707865
59.877592,-149.735502,1466707869
59.8777,-149.735093,1466707875
59.877765,-149.73481,1466707879
59.87786,-149.734353,1466707885
59.877918,-149.734047,1466707889
59.877995,-149.733582,1466707895
59.878028,-149.733262,1466707899
59.878092,-149.732783,1466707905
59.878163,-149.732477,1466707909
59.878163,-149.732477,1466707909
59.878295,-149.73204,1466707915
59.878393,-149.731763,1466707919
59.878542,-149.731372,1466707925
59.878642,-149.731103,1466707929
59.878755,-149.730663,1466707935
59.878813,-149.730355,1466707939
59.878898,-149.729902,1466707945
59.878938,-149.729597,1466707949
59.879017,-149.729128,1466707955
59.879088,-149.728652,1466707961
59.879127,-149.728325,1466707965
59.879168,-149.727838,1466707971
59.879163,-149.72751,1466707975
59.879107,-149.727017,1466707981
59.879073,-149.726682,1466707985
59.879033,-149.726163,1466707991
59.879017,-149.725818,1466707995
59.879017,-149.725818,1466707995
59.879003,-149.725282,1466708001
59.87899,-149.724938,1466708005
59.878973,-149.724582,1466708011
59.878958,-149.72437,1466708015
59.878963,-149.723975,1466708021
59.878997,-149.723685,1466708025
59.879087,-149.723232,1466708031
59.879175,-149.722927,1466708035
59.879303,-149.722472,1466708041
59.879402,-149.722158,1466708045
59.879573,-149.721713,1466708051
59.879778,-149.721363,1466708057
59.879923,-149.721127,1466708061
59.880078,-149.720907,1466708065
59.880153,-149.720788,1466708067
59.880303,-149.720572,1466708071
59.88052,-149.720262,1466708077
59.880675,-149.720093,1466708081
59.880905,-149.719875,1466708087
59.881042,-149.71965,1466708091
59.881213,-149.719238,1466708097
59.881272,-149.719102,1466708099
59.881338,-149.718983,1466708101
59.881338,-149.718983,1466708101
59.881398,-149.718865,1466708103
59.881498,-149.718633,1466708107
59.881587,-149.7184,1466708111
59.881698,-149.718087,1466708117
59.881765,-149.71791,1466708121
59.881863,-149.71766,1466708127
59.881908,-149.717547,1466708131
59.881972,-149.717372,1466708137
59.882033,-149.717243,1466708141
59.882135,-149.717095,1466708147
59.882243,-149.717005,1466708153
59.882318,-149.71694,1466708157
59.882435,-149.716828,1466708163
59.882512,-149.716747,1466708167
59.882623,-149.716628,1466708173
59.882623,-149.716628,1466708173
59.8827,-149.716543,1466708177
