icao24,callsign,longitude,latitude,baro_altitude,velocity,on_ground,heading,vertical_rate,squawk,time,trajectory_number
'c8274f','ANZ722',144.7668,-37.657,777.24,91.34,False,274.52,13,'1401',1551222069,0.0
'c8274f','ANZ722',144.7559,-37.6563,914.4,91.3,False,274.2,11.7,'1401',1551222079,0.05263157894736842
'c8274f','ANZ722',144.7459,-37.6557,1028.7,92.84,False,274.13,13,'1401',1551222089,0.10526315789473684
'c8274f','ANZ722',144.7347,-37.6551,1158.24,92.29,False,273.84,10.73,'1401',1551222099,0.15789473684210525
'c8274f','ANZ722',144.7249,-37.6546,1242.06,92.81,False,273.81,6.83,'1401',1551222109,0.21052631578947367
'c8274f','ANZ722',144.7136,-37.6543,1310.64,96.72,False,269.39,5.85,'1401',1551222119,0.2631578947368421
'c8274f','ANZ722',144.6916,-37.6605,1409.7,109.3,False,236.91,4.55,'1401',1551222140,0.3157894736842105
'c8274f','ANZ722',144.6831,-37.6677,1440.18,118.01,False,216.67,2.28,'1401',1551222149,0.3684210526315789
'c8274f','ANZ722',144.6753,-37.6776,1470.66,126.18,False,212.01,2.28,'1401',1551222160,0.42105263157894735
'c8274f','ANZ722',144.6681,-37.6871,1493.52,134.72,False,210.78,6.18,'1401',1551222169,0.47368421052631576
'c8274f','ANZ722',144.6597,-37.699,1600.2,141.03,False,206.66,12.68,'1401',1551222180,0.5263157894736842
'c8274f','ANZ722',144.6556,-37.7096,1722.12,143.29,False,192.44,15.61,'1401',1551222188,0.5789473684210527
'c8274f','ANZ722',144.6547,-37.723,1874.52,145.1,False,178.98,13.33,'1401',1551222199,0.631578947368421
'c8274f','ANZ722',144.6579,-37.7357,2011.68,147.14,False,164.8,13.66,'1401',1551222209,0.6842105263157894
'c8274f','ANZ722',144.6653,-37.747,2141.22,149.98,False,149.04,12.35,'1401',1551222219,0.7368421052631579
'c8274f','ANZ722',144.6934,-37.7633,2377.44,156.23,False,117.24,13,'1401',1551222239,0.7894736842105263
'c8274f','ANZ722',144.7103,-37.7698,2529.84,156.26,False,115.13,14.31,'1401',1551222249,0.8421052631578947
'c8274f','ANZ722',144.7265,-37.7757,2682.24,155.36,False,114.87,14.31,'1401',1551222259,0.894736842105263
'c8274f','ANZ722',144.7426,-37.7817,2819.4,155.55,False,115.46,13,'1401',1551222269,0.9473684210526315
'c8274f','ANZ722',144.758,-37.7876,2933.7,155.55,False,115.46,11.7,'1401',1551222279,1.0
'c8186e','ANZ891',144.8331,-37.6436,83.82,73.77,False,171.98,-4.55,'0227',1551221782,0.0
'7c7a47','VOZ820',144.8329,-37.6425,129.54,76.47,False,171.49,-3.58,'3706',1551222040,0.0
'7c7aae','VOZ308',144.8218,-37.5822,480.06,83.16,False,171.82,-4.23,'1104',1551222070,0.0
'7c7aae','VOZ308',144.8231,-37.5894,441.96,80.03,False,171.87,-3.25,'1104',1551222080,0.14285714285714285
'7c7aae','VOZ308',144.8243,-37.5962,403.86,75.96,False,171.43,-4.23,'1104',1551222090,0.2857142857142857
'7c7aae','VOZ308',144.8256,-37.6031,365.76,74.94,False,171.31,-4.23,'1104',1551222100,0.42857142857142855
'7c7aae','VOZ308',144.8267,-37.6089,327.66,73.77,False,171.98,-3.9,'1104',1551222109,0.5714285714285714
'7c7aae','VOZ308',144.828,-37.6159,220.98,73.77,False,171.98,-4.23,'1104',1551222120,0.7142857142857142
'7c7aae','VOZ308',144.8318,-37.636,167.64,74.51,False,170.86,-4.55,'1104',1551222150,0.8571428571428571
'7c7aae','VOZ308',144.8329,-37.6423,129.54,74.28,False,172.04,-3.25,'1104',1551222160,1.0
'7c6c56','VOZ256',144.8332,-37.6437,121.92,75.45,False,171.37,-6.18,'3613',1551221917,0.0
'c816bf','ANZ898',144.8094,-37.6599,297.18,83.61,False,274.59,16.91,'1433',1551222140,0.0
'c816bf','ANZ898',144.8012,-37.6593,434.34,82.63,False,275,15.61,'1433',1551222149,0.04
'c816bf','ANZ898',144.7909,-37.6586,579.12,83.65,False,274.94,10.08,'1433',1551222160,0.08
'c816bf','ANZ898',144.7816,-37.658,662.94,88.74,False,274.32,9.1,'1433',1551222169,0.12
'c816bf','ANZ898',144.7709,-37.6573,784.86,90.28,False,274.25,13.66,'1433',1551222180,0.16
'c816bf','ANZ898',144.7615,-37.6568,937.26,87.16,False,274.06,18.86,'1433',1551222189,0.2
'c816bf','ANZ898',144.752,-37.6562,1120.14,81.44,False,273.62,18.53,'1433',1551222199,0.24
'c816bf','ANZ898',144.743,-37.6557,1249.68,76.79,False,273.46,10.08,'1433',1551222210,0.28
'c816bf','ANZ898',144.7343,-37.6553,1318.26,77.85,False,273.79,6.18,'1433',1551222219,0.32
'c816bf','ANZ898',144.7161,-37.6544,1440.18,81.93,False,273.24,8.45,'1433',1551222239,0.36
'c816bf','ANZ898',144.7063,-37.654,1501.14,85.4,False,270.69,4.23,'1433',1551222249,0.4
'c816bf','ANZ898',144.6969,-37.6556,1539.24,91.61,False,247.9,3.9,'1433',1551222259,0.44
'c816bf','ANZ898',144.688,-37.661,1577.34,99.12,False,221.63,3.9,'1433',1551222269,0.48
'c816bf','ANZ898',144.6819,-37.6683,1607.82,106.14,False,210.92,4.23,'1433',1551222279,0.52
'c816bf','ANZ898',144.675,-37.6779,1668.78,113.13,False,209.71,6.5,'1433',1551222290,0.56
'c816bf','ANZ898',144.6687,-37.6865,1691.64,121.94,False,210.13,3.9,'1433',1551222299,0.6
'c816bf','ANZ898',144.6612,-37.6969,1760.22,129.17,False,208.81,7.15,'1433',1551222310,0.64
'c816bf','ANZ898',144.6546,-37.7209,1958.34,143.05,False,178.76,14.31,'1433',1551222330,0.68
'c816bf','ANZ898',144.6578,-37.7334,2095.5,146.91,False,164.36,14.96,'1433',1551222339,0.72
'c816bf','ANZ898',144.6658,-37.7456,2247.9,151.24,False,146.09,15.93,'1433',1551222350,0.76
'c816bf','ANZ898',144.6778,-37.7554,2407.92,154.67,False,129.2,16.58,'1433',1551222360,0.8
'c816bf','ANZ898',144.6936,-37.7626,2575.56,155.3,False,116.14,17.88,'1433',1551222370,0.84
'c816bf','ANZ898',144.7093,-37.7685,2735.58,154.9,False,114.95,16.91,'1433',1551222380,0.88
'c816bf','ANZ898',144.7238,-37.7738,2872.74,155.58,False,115.04,15.61,'1433',1551222389,0.92
'c816bf','ANZ898',144.7406,-37.7801,3032.76,155.8,False,115.21,14.63,'1433',1551222399,0.96
'c816bf','ANZ898',144.7558,-37.7858,3124.2,159.47,False,115.41,8.13,'1433',1551222409,1.0
'7c6bc1','JST30',144.8166,-37.5555,670.56,105.21,False,171,-7.48,'6133',1551222198,0.0
'7c6bc1','JST30',144.8186,-37.5655,601.98,101.58,False,170.97,-6.5,'6133',1551222209,0.09090909090909091
'7c6bc1','JST30',144.8201,-37.5747,533.4,97.5,False,172.72,-6.18,'6133',1551222219,0.18181818181818182
'7c6bc1','JST30',144.8233,-37.5909,426.72,90.16,False,170.81,-5.85,'6133',1551222239,0.2727272727272727
'7c6bc1','JST30',144.825,-37.5995,373.38,87.96,False,171.25,-5.53,'6133',1551222250,0.36363636363636365
'7c6bc1','JST30',144.8264,-37.6068,320.04,84.76,False,171.62,-5.2,'6133',1551222260,0.4545454545454546
'7c6bc1','JST30',144.8277,-37.6141,281.94,80.03,False,171.87,-2.93,'6133',1551222269,0.5454545454545454
'7c6bc1','JST30',144.8283,-37.6174,266.7,80.03,False,171.87,-2.93,'6133',1551222274,0.6363636363636364
'7c6bc1','JST30',144.83,-37.6268,213.36,77.05,False,171.17,-3.9,'6133',1551222288,0.7272727272727273
'7c6bc1','JST30',144.8316,-37.6349,167.64,76.47,False,171.49,-4.23,'6133',1551222299,0.8181818181818182
'7c6bc1','JST30',144.8329,-37.6419,137.16,77.05,False,171.17,-4.23,'6133',1551222309,0.9090909090909092
'7c6bc1','JST30',144.834,-37.6482,83.82,76.9,False,171.92,-3.9,'6133',1551222319,1.0
'8a047a','',144.8203,-37.6607,106.68,86.13,False,274.11,12.35,'1266',1551222249,0.0
'8a047a','',144.8109,-37.6601,266.7,81.6,False,275.06,15.93,'1266',1551222259,0.047619047619047616
'8a047a','GIA719',144.8008,-37.6592,426.72,79.89,False,277.4,13.66,'1266',1551222270,0.09523809523809523
'8a047a','GIA719',144.7923,-37.6583,548.64,80.73,False,276.22,9.75,'1266',1551222280,0.14285714285714285
'8a047a','GIA719',144.7825,-37.6577,579.12,87.09,False,273.39,2.93,'1266',1551222290,0.19047619047619047
'8a047a','GIA719',144.7737,-37.6574,632.46,88.54,False,272,8.13,'1266',1551222299,0.23809523809523808
'8a047a','GIA719',144.7625,-37.657,723.9,87.61,False,273.37,9.1,'1266',1551222310,0.2857142857142857
'8a047a','GIA719',144.7426,-37.6558,845.82,92.41,False,274.79,4.23,'1266',1551222330,0.3333333333333333
'8a047a','GIA719',144.7321,-37.6551,883.92,97.02,False,274.56,3.9,'1266',1551222339,0.38095238095238093
'8a047a','GIA719',144.7203,-37.6544,929.64,102.66,False,274.31,3.9,'1266',1551222350,0.42857142857142855
'8a047a','GIA719',144.7093,-37.6538,960.12,108.82,False,274.07,4.23,'1266',1551222359,0.47619047619047616
'8a047a','GIA719',144.6957,-37.653,1013.46,115.49,False,273.83,5.2,'1266',1551222370,0.5238095238095237
'8a047a','GIA719',144.6824,-37.6523,1059.18,122.75,False,274.09,5.2,'1266',1551222380,0.5714285714285714
'8a047a','GIA719',144.6689,-37.6508,1104.9,128.64,False,283.65,4.23,'1266',1551222389,0.6190476190476191
'8a047a','GIA719',144.6553,-37.6457,1150.62,134.98,False,303.81,4.88,'1266',1551222400,0.6666666666666666
'8a047a','GIA719',144.6446,-37.6373,1203.96,141.41,False,321.8,5.85,'1266',1551222409,0.7142857142857142
'8a047a','GIA719',144.6254,-37.6143,1303.02,154.43,False,327.79,4.88,'1266',1551222429,0.7619047619047619
'8a047a','GIA719',144.6168,-37.604,1348.74,160.59,False,328.09,6.18,'1266',1551222438,0.8095238095238095
'8a047a','GIA719',144.608,-37.5922,1432.56,163.16,False,328.01,10.73,'1266',1551222448,0.8571428571428571
'8a047a','GIA719',144.5956,-37.5766,1577.34,164.85,False,327.75,13.66,'1266',1551222460,0.9047619047619047
