icao24,callsign,longitude,latitude,baro_altitude,velocity,on_ground,heading,vertical_rate,squawk,time,trajectory_number
'7c7aa3','VOZ1593',144.7245,-37.6546,952.5,126.93,False,274.42,17.56,'1475',1551231409,0.0
'7c7aa3','VOZ1593',144.7099,-37.6535,1135.38,127.72,False,275.78,17.23,'1475',1551231419,0.09090909090909091
'7c7aa3','VOZ1593',144.6953,-37.6525,1287.78,129.53,False,274.56,16.91,'1475',1551231429,0.18181818181818182
'7c7aa3','VOZ1593',144.6799,-37.6508,1463.04,130.86,False,281.8,16.91,'1475',1551231440,0.2727272727272727
'7c7aa3','VOZ1593',144.6679,-37.6468,1607.82,131.83,False,296.67,16.91,'1475',1551231448,0.36363636363636365
'7c7aa3','VOZ1593',144.6557,-37.6386,1775.46,134.23,False,315.47,16.26,'1475',1551231459,0.4545454545454546
'7c7aa3','VOZ1593',144.647,-37.6276,1943.1,137.62,False,334.78,16.91,'1475',1551231469,0.5454545454545454
'7c7aa3','VOZ1593',144.638,-37.6043,2240.28,142.26,False,343.4,15.61,'1475',1551231489,0.6363636363636364
'7c7aa3','VOZ1593',144.6333,-37.5917,2407.92,144.38,False,343.44,15.93,'1475',1551231499,0.7272727272727273
'7c7aa3','VOZ1593',144.6285,-37.5789,2552.7,146,False,343.42,15.61,'1475',1551231509,0.8181818181818182
'7c7aa3','VOZ1593',144.625,-37.5657,2697.48,149.7,False,353.29,13.33,'1475',1551231519,0.9090909090909092
'7c7aa3','VOZ1593',144.6258,-37.5526,2827.02,154.08,False,5.75,13.33,'1475',1551231529,1.0
'7c7c88','YVU',144.9373,-37.7782,601.98,43.08,False,139.84,1.63,'0511',1551231408,0.0
'7c7c88','YVU',144.9409,-37.7816,617.22,47.1,False,139.87,1.95,'0511',1551231419,0.3333333333333333
'7c7c88','YVU',144.9446,-37.7847,655.32,47.65,False,134.56,4.55,'0511',1551231429,0.6666666666666666
'7c7c88','YVU',144.9482,-37.7878,693.42,48.15,False,139.33,2.6,'0511',1551231439,1.0
'7c6c35','TGG452',144.8328,-37.6416,152.4,70.64,False,172.05,-4.23,'3770',1551231242,0.0
'7c6c35','',144.8183,-37.6605,251.46,78.4,False,274.14,14.96,'7253',1551234487,0.05263157894736842
'7c6c35','TGG238',144.8074,-37.6599,403.86,78.99,False,274.86,13.33,'7253',1551234499,0.10526315789473684
'7c6c35','TGG238',144.7882,-37.6585,548.64,89.43,False,275.61,4.88,'7253',1551234519,0.15789473684210525
'7c6c35','TGG238',144.7791,-37.6578,601.98,96.75,False,276.1,7.15,'7253',1551234528,0.21052631578947367
'7c6c35','TGG238',144.7667,-37.6567,662.94,102.94,False,276.02,6.18,'7253',1551234539,0.2631578947368421
'7c6c35','TGG238',144.7545,-37.6558,701.04,111.64,False,275.55,4.55,'7253',1551234549,0.3157894736842105
'7c6c35','TGG238',144.7424,-37.6549,777.24,119.33,False,275.19,10.08,'7253',1551234559,0.3684210526315789
'7c6c35','TGG238',144.7279,-37.654,868.68,126.34,False,273.97,10.73,'7253',1551234568,0.42105263157894735
'7c6c35','TGG238',144.7127,-37.6533,1005.84,130.35,False,273.17,13.98,'7253',1551234579,0.47368421052631576
'7c6c35','TGG238',144.6984,-37.6527,1158.24,132.38,False,272.9,18.53,'7253',1551234588,0.5263157894736842
'7c6c35','TGG238',144.6837,-37.6519,1341.12,133.4,False,275.75,17.56,'7253',1551234599,0.5789473684210527
