icao24,callsign,longitude,latitude,baro_altitude,velocity,on_ground,heading,vertical_rate,squawk,time,trajectory_number
'7c6db2','QFA446',144.6891,-37.6512,1432.56,131.53,FALSE,284.96,13,'4223',1551157749,0.0
'7c6db2','QFA446',144.6735,-37.6454,1569.72,135.82,FALSE,298.51,13.98,'4223',1551157760,0.14285714285714285
'7c6db2','QFA446',144.6617,-37.6381,1676.4,140.96,FALSE,309.97,10.08,'4223',1551157769,0.2857142857142857
'7c6db2','QFA446',144.6505,-37.6277,1783.08,149.1,FALSE,323.84,9.75,'4223',1551157780,0.42857142857142855
'7c6db2','QFA446',144.6433,-37.6165,1897.38,154.49,FALSE,337.28,12.03,'4223',1551157789,0.5714285714285714
'7c6db2','QFA446',144.6382,-37.6034,2034.54,158.43,FALSE,343.98,15.93,'4223',1551157799,0.7142857142857142
'7c6db2','QFA446',144.6328,-37.5888,2186.94,161.13,FALSE,343.3,14.31,'4223',1551157809,0.8571428571428571
'7c6db2','QFA446',144.629,-37.5741,2339.34,165.15,FALSE,352.12,13.66,'4223',1551157819,1.0
'7c7801','QFA691',144.8087,-37.7586,1196.34,117.82,FALSE,270.75,9.1,'3255',1551157749,0.0
'7c7801','QFA691',144.794,-37.7567,1249.68,127.64,FALSE,283.76,5.53,'3255',1551157759,0.07142857142857142
'7c7801','QFA691',144.7795,-37.7536,1348.74,131.89,FALSE,284.69,12.68,'3255',1551157769,0.14285714285714285
'7c7801','QFA691',144.7649,-37.7506,1501.14,131.14,FALSE,284.31,17.23,'3255',1551157779,0.21428571428571427
'7c7801','QFA691',144.7507,-37.7481,1661.16,131.26,FALSE,281.53,16.26,'3255',1551157789,0.2857142857142857
'7c7801','QFA691',144.7375,-37.7462,1798.32,131.94,FALSE,279.43,15.61,'3255',1551157798,0.3571428571428571
'7c7801','QFA691',144.7214,-37.744,1943.1,132.98,FALSE,280.7,14.31,'3255',1551157809,0.42857142857142855
'7c7801','QFA691',144.7074,-37.741,2072.64,135.22,FALSE,287.26,11.38,'3255',1551157819,0.5
'7c7801','QFA691',144.6773,-37.7308,2186.94,149.36,FALSE,295.06,5.85,'3255',1551157839,0.5714285714285714
'7c7801','QFA691',144.661,-37.7248,2240.28,156.73,FALSE,295.05,5.2,'3255',1551157849,0.6428571428571428
'7c7801','QFA691',144.6446,-37.7187,2293.62,162.48,FALSE,295.1,5.53,'3255',1551157859,0.7142857142857142
'7c7801','QFA691',144.6273,-37.7122,2400.3,165.93,FALSE,295.13,12.68,'3255',1551157869,0.7857142857142857
'7c7801','QFA691',144.6108,-37.706,2537.46,166.61,FALSE,295.22,15.28,'3255',1551157879,0.8571428571428571
