TimeSinceStart,UserID,Task,Dataset,Layout,QuestionLevel,TrialState,RawGazeFromPupil2D.x,RawGazeFromPupil2D.y,SMHighlighted1,SMHighlighted2,SMGazed,GazePositionAfterCalculation.x,GazePositionAfterCalculation.y,GazePositionAfterCalculation.z
7.433333,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.466667,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.488889,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.511111,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.544445,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.566667,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.6,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.622222,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.644444,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.677778,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.7,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.733334,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.755556,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.777778,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.811111,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.833333,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.866667,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.888889,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.911111,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.944445,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.966667,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.022223,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.044445,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.077778,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.1,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.133333,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.155556,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.177778,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.211111,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.233334,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.266666,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.288889,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.322223,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.344444,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.377778,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.400001,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.422222,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.455556,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.477778,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.511111,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.533334,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.555555,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.588889,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.622223,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.644444,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.666667,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.7,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.722222,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.755556,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.777778,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.8,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.822223,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.855556,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.877778,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.911111,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.933333,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.955556,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.988889,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.011111,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.044445,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.066667,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.088889,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.111112,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.144444,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.166667,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.2,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.222222,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.244445,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.277778,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.3,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.333334,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.355556,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.377778,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.411111,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.433333,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.466667,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.488889,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.511111,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.544445,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.566667,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.6,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.622223,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.644444,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.677778,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.7,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.733334,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.755556,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.777778,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.811111,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.833334,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.866667,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.888889,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.911111,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.944445,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.966667,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.02222,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.04445,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.07778,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.1,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.13333,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.15556,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.17778,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.21111,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.23333,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.26667,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.28889,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.31111,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.33333,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.36667,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.4,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.42222,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.44444,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.47778,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.5,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.53333,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.55556,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.57778,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.61111,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.63333,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.66667,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.68889,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.71111,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.74444,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.76667,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.8,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.82222,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.84444,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.86667,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.9,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.92222,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.95556,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.97778,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.02222,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.05556,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.07778,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.11111,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.13333,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.15556,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.18889,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.21111,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.24444,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.26667,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.28889,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.32222,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.34444,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.37778,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.4,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.42222,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.44444,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.47778,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.51111,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.53333,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.56667,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.6,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.62222,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.64444,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.66667,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.7,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.72222,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.75556,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.77778,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.8,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.83333,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.86667,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.88889,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.91111,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.94444,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.96667,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
12,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
12.02222,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
12.04445,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
12.06667,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
12.08889,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
12.12222,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
12.14444,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
12.17778,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
12.2,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
12.22222,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
12.24444,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
12.27778,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
12.31111,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
12.33333,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
12.35556,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
12.38889,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
12.41111,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
12.44444,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
12.46667,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
12.48889,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
12.51111,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
12.54445,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
12.57778,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
12.6,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
12.63333,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
12.65556,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
12.68889,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
12.71111,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
12.73333,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
12.76667,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
12.78889,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
12.82222,16,0,Bar,Flat,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
