TimeSinceStart,UserID,Task,Dataset,Layout,QuestionLevel,TrialState,SMManagerPosition.x,SMManagerPosition.y,SMManagerPosition.z,SMManagerScale,CameraPosition.x,CameraPosition.y,CameraPosition.z,CameraEulerAngles.x,CameraEulerAngles.y,CameraEulerAngles.z
6.355556,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.147641,1.39553,-1.899062,342.3959,125.9573,2.575052
6.377778,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.127717,1.330071,-1.942141,342.2336,128.91,9.278298
6.411111,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.123434,1.3134,-1.951796,342.7565,129.8886,9.72577
6.433333,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.117997,1.285843,-1.965414,343.1409,131.4214,10.24104
6.455556,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.114178,1.267463,-1.973473,343.4395,132.9165,10.16864
6.488889,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.110056,1.249681,-1.981524,343.9396,134.1207,9.878644
6.511111,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.106022,1.231966,-1.989005,344.6152,135.4566,9.492081
6.533333,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.100806,1.205272,-1.998558,345.061,137.5753,8.329293
6.566667,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.097434,1.18803,-2.004651,345.4194,138.9808,7.398964
6.588889,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.094054,1.170868,-2.010828,346.2155,140.3875,6.350043
6.611111,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.089861,1.144755,-2.020131,347.4407,142.2587,4.387125
6.633334,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.087337,1.127009,-2.025997,348.1097,143.5047,3.301177
6.666667,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.084882,1.108886,-2.031785,349.167,144.4611,2.533153
6.688889,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.082666,1.090883,-2.037526,350.1801,145.0228,2.069069
6.711111,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.079448,1.063913,-2.045358,351.7548,146.1943,1.468744
6.744444,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.077228,1.044799,-2.050464,353.0241,147.1248,1.105806
6.766667,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.075033,1.024497,-2.056014,354.7692,147.8434,0.8903927
6.788889,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.071479,0.9948459,-2.063766,357.062,149.3678,0.6411719
6.822222,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.069304,0.973281,-2.068814,358.3312,150.5499,0.5249172
6.844445,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.066834,0.9511754,-2.074295,359.9019,151.6904,0.7561287
6.866667,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.06304,0.9210043,-2.081934,1.920249,154.0708,1.157517
6.888889,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.060549,0.9016521,-2.086838,1.858961,155.8112,1.496065
6.922223,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.0583,0.8824006,-2.091765,1.379589,157.4605,1.876371
6.944445,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.055872,0.8636063,-2.096689,0.8460364,159.2745,2.044835
6.966667,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.053433,0.8460861,-2.102231,0.4510173,161.2101,1.910151
6.988889,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.049568,0.8213327,-2.1112,359.8419,164.1002,1.318138
7.022223,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.047149,0.8057942,-2.117271,359.1401,165.7265,0.8973591
7.044445,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.044778,0.7911652,-2.123409,358.1765,167.1558,0.5936846
7.066667,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.041505,0.7699069,-2.132773,357.1594,168.798,359.9872
7.088889,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.039335,0.7562286,-2.139038,356.9601,169.7058,359.639
7.122222,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.036792,0.743441,-2.144936,356.6428,170.5458,359.7688
7.144444,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.0344,0.7316265,-2.150504,356.3515,170.9689,0.1628486
7.166667,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.029552,0.7078569,-2.161265,356.0608,171.904,1.024614
7.2,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.022896,0.6842263,-2.118248,354.9127,172.1613,1.151939
7.222222,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-1.011204,0.6731567,-2.104777,353.3784,173.9639,1.46151
7.244445,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-0.9998435,0.6669046,-2.096858,352.1156,174.4512,2.573825
7.277778,16,0,Bar,Flat,1,PreTask,0,0.5756694,0.8,0.6,-0.9933872,0.6415855,-2.109466,350.4074,176.863,1.578957
