TimeSinceStart,UserID,Task,Dataset,Layout,QuestionLevel,TrialState,SMManagerPosition.x,SMManagerPosition.y,SMManagerPosition.z,SMManagerScale,CameraPosition.x,CameraPosition.y,CameraPosition.z,CameraEulerAngles.x,CameraEulerAngles.y,CameraEulerAngles.z
39.36667,23,0,BIM,Half-Circle,1,PreTask,0.15,-0.4338687,0,0.9737943,0.2494894,1.671429,0.0546494,331.6431,88.51862,4.076421
39.48889,23,0,BIM,Half-Circle,1,PreTask,0.15,-0.4338687,0,0.9737943,0.2495991,1.671565,0.06379957,330.9893,89.62807,3.870737
39.52222,23,0,BIM,Half-Circle,1,PreTask,0.15,-0.4338687,0,0.9737943,0.2500545,1.671618,0.0665658,330.5731,90.11469,3.776786
39.54445,23,0,BIM,Half-Circle,1,PreTask,0.15,-0.4338687,0,0.9737943,0.2532884,1.670135,0.07518274,331.2318,91.0221,4.084394
39.56667,23,0,BIM,Half-Circle,1,PreTask,0.15,-0.4338687,0,0.9737943,0.2538818,1.669445,0.07650208,331.5014,90.93472,4.21382
39.58889,23,0,BIM,Half-Circle,1,PreTask,0.15,-0.4338687,0,0.9737943,0.2544892,1.668936,0.0775503,331.655,90.78802,4.433078
39.61111,23,0,BIM,Half-Circle,1,PreTask,0.15,-0.4338687,0,0.9737943,0.2550458,1.669131,0.07857738,331.6426,90.54584,4.704855
39.62222,23,0,BIM,Half-Circle,1,PreTask,0.15,-0.4338687,0,0.9737943,0.2555521,1.669893,0.07939385,331.5667,90.20396,5.003928
39.64444,23,0,BIM,Half-Circle,1,PreTask,0.15,-0.4338687,0,0.9737943,0.2561519,1.67065,0.07995676,331.4824,89.87039,5.254157
39.66667,23,0,BIM,Half-Circle,1,PreTask,0.15,-0.4338687,0,0.9737943,0.2564985,1.67083,0.08010367,331.4669,89.7534,5.329473
39.68889,23,0,BIM,Half-Circle,1,PreTask,0.15,-0.4338687,0,0.9737943,0.2572759,1.670749,0.08026566,331.4897,89.60161,5.359376
