TimeSinceStart,UserID,TrialID,TaskID,Dataset,Layout,QuestionType,TrialState,RawGazeFromPupil2D.x,RawGazeFromPupil2D.y,SMHighlighted1,SMHighlighted2,SMGazed,GazePositionAfterCalculation.x,GazePositionAfterCalculation.y,GazePositionAfterCalculation.z
23.51111,3,14,8,Bar,Full-Circle,Long Distance,Answer,1.057436,0.9507796,Small Multiples 21,Small Multiples 27,NA,35.33185,23.9379,-26.10915
23.54445,3,14,8,Bar,Full-Circle,Long Distance,Answer,1.057436,0.9507796,Small Multiples 21,Small Multiples 27,NA,34.69545,23.95679,-27.01842
23.57778,3,14,8,Bar,Full-Circle,Long Distance,Answer,1.057436,0.9507796,Small Multiples 21,Small Multiples 27,NA,34.19886,23.66632,-27.9565
23.61111,3,14,8,Bar,Full-Circle,Long Distance,Answer,1.057436,0.9507796,Small Multiples 21,Small Multiples 27,NA,33.79169,23.42516,-28.69475
23.64445,3,14,8,Bar,Full-Circle,Long Distance,Answer,1.057436,0.9507796,Small Multiples 21,Small Multiples 27,NA,33.26349,23.51334,-29.2955
23.67778,3,14,8,Bar,Full-Circle,Long Distance,Answer,1.057436,0.9507796,Small Multiples 21,Small Multiples 27,NA,32.8861,23.62749,-29.66996
23.71111,3,14,8,Bar,Full-Circle,Long Distance,Answer,1.057436,0.9507796,Small Multiples 21,Small Multiples 27,NA,32.72701,23.78481,-29.73662
23.74445,3,14,8,Bar,Full-Circle,Long Distance,Answer,1.057436,0.9507796,Small Multiples 21,Small Multiples 27,NA,32.47313,23.99838,-29.87013
23.77778,3,14,8,Bar,Full-Circle,Long Distance,Answer,1.057436,0.9507796,Small Multiples 21,Small Multiples 27,NA,32.06489,24.22545,-30.16898
23.82222,3,14,8,Bar,Full-Circle,Long Distance,Answer,1.047836,0.9544801,Small Multiples 21,Small Multiples 27,NA,32.32264,24.17961,-29.89808
23.85556,3,14,8,Bar,Full-Circle,Long Distance,Answer,1.048198,0.9602142,Small Multiples 21,Small Multiples 27,NA,32.16318,24.53663,-29.79425
23.88889,3,14,8,Bar,Full-Circle,Long Distance,Answer,1.048198,0.9602142,Small Multiples 21,Small Multiples 27,NA,32.01917,24.70613,-29.82386
23.92222,3,14,8,Bar,Full-Circle,Long Distance,Answer,0.9876484,0.7241751,Small Multiples 21,Small Multiples 27,NA,25.81944,17.66595,-39.70953
23.97778,3,14,8,Bar,Full-Circle,Long Distance,Answer,0.9876484,0.7241751,Small Multiples 21,Small Multiples 27,NA,25.76564,17.81871,-39.68098
24.01111,3,14,8,Bar,Full-Circle,Long Distance,Answer,0.9876484,0.7241751,Small Multiples 21,Small Multiples 27,NA,25.46788,18.29062,-39.68209
24.04445,3,14,8,Bar,Full-Circle,Long Distance,Answer,0.9876484,0.7241751,Small Multiples 21,Small Multiples 27,NA,25.27448,18.43174,-39.75427
24.07778,3,14,8,Bar,Full-Circle,Long Distance,Answer,0.9876484,0.7241751,Small Multiples 21,Small Multiples 27,NA,24.88962,18.70313,-39.89692
24.11111,3,14,8,Bar,Full-Circle,Long Distance,Answer,0.9952509,0.7282215,Small Multiples 21,Small Multiples 27,NA,24.52621,19.19604,-39.91816
24.14445,3,14,8,Bar,Full-Circle,Long Distance,Answer,0.9991333,0.7282374,Small Multiples 21,Small Multiples 27,NA,23.78052,19.60345,-40.22258
24.17778,3,14,8,Bar,Full-Circle,Long Distance,Answer,0.9998983,0.7227899,Small Multiples 21,Small Multiples 27,NA,22.78208,19.66232,-40.83027
24.21111,3,14,8,Bar,Full-Circle,Long Distance,Answer,0.9999021,0.7245811,Small Multiples 21,Small Multiples 27,NA,22.46373,19.81485,-40.9534
24.24445,3,14,8,Bar,Full-Circle,Long Distance,Answer,0.9962593,0.7255072,Small Multiples 21,Small Multiples 27,NA,22.25228,19.81802,-41.07868
24.27778,3,14,8,Bar,Full-Circle,Long Distance,Answer,0.9962593,0.7255072,Small Multiples 21,Small Multiples 27,NA,21.80417,19.81926,-41.34431
24.31111,3,14,8,Bar,Full-Circle,Long Distance,Answer,0.9962593,0.7255072,Small Multiples 21,Small Multiples 27,NA,21.47358,19.82226,-41.53498
24.34444,3,14,8,Bar,Full-Circle,Long Distance,Answer,0.9971639,0.7258569,Small Multiples 21,Small Multiples 27,NA,21.19898,19.85515,-41.67682
24.37778,3,14,8,Bar,Full-Circle,Long Distance,Answer,0.9972492,0.721849,Small Multiples 21,Small Multiples 27,NA,20.79054,19.6605,-41.99543
24.42222,3,14,8,Bar,Full-Circle,Long Distance,Answer,0.9972492,0.721849,Small Multiples 21,Small Multiples 27,NA,20.72145,19.60298,-42.05989
24.45556,3,14,8,Bar,Full-Circle,Long Distance,Answer,0.9972492,0.721849,Small Multiples 21,Small Multiples 27,NA,20.66664,19.62724,-42.07906
24.48889,3,14,8,Bar,Full-Circle,Long Distance,Answer,0.9970379,0.7256511,Small Multiples 21,Small Multiples 27,NA,20.85942,19.75883,-41.91203
24.52222,3,14,8,Bar,Full-Circle,Long Distance,Answer,0.9970379,0.7256511,Small Multiples 21,Small Multiples 27,NA,20.90555,19.72463,-41.90215
24.55556,3,14,8,Bar,Full-Circle,Long Distance,Answer,0.9938374,0.7210183,Small Multiples 21,Small Multiples 27,NA,20.79403,19.43788,-42.09373
24.58889,3,14,8,Bar,Full-Circle,Long Distance,Answer,0.8875872,0.9300162,Small Multiples 21,Small Multiples 27,NA,33.08869,23.1126,-29.7469
24.62222,3,14,8,Bar,Full-Circle,Long Distance,Answer,0.8875872,0.9300162,Small Multiples 21,Small Multiples 27,NA,32.99937,23.17929,-29.8035
24.65556,3,14,8,Bar,Full-Circle,Long Distance,Answer,0.8847734,0.9233383,Small Multiples 21,Small Multiples 27,NA,32.78472,23.01613,-30.18536
24.68889,3,14,8,Bar,Full-Circle,Long Distance,Answer,0.8847734,0.9233383,Small Multiples 21,Small Multiples 27,NA,32.56954,23.13212,-30.35153
24.72222,3,14,8,Bar,Full-Circle,Long Distance,Answer,0.8847734,0.9233383,Small Multiples 21,Small Multiples 27,NA,32.30855,23.33817,-30.49929
24.75556,3,14,8,Bar,Full-Circle,Long Distance,Answer,0.8847734,0.9233383,Small Multiples 21,Small Multiples 27,NA,31.95965,23.49467,-30.78144
