TimeSinceStart,UserID,Task,Dataset,Layout,QuestionLevel,TrialState,RawGazeFromPupil2D.x,RawGazeFromPupil2D.y,SMHighlighted1,SMHighlighted2,SMGazed,GazePositionAfterCalculation.x,GazePositionAfterCalculation.y,GazePositionAfterCalculation.z
7.633334,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.655556,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.666667,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.688889,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.711111,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.733334,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.744445,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.766667,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.788889,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.811111,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.822222,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.844445,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.866667,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.877778,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.9,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.922223,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.933333,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.955556,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
7.977778,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.022223,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.044445,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.066667,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.077778,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.1,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.122222,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.133333,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.155556,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.177778,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.2,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.211111,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.233334,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.255556,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.266666,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.288889,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.311111,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.322223,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.344444,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.366667,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.388889,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.411111,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.422222,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.444445,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.466667,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.477778,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.5,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.522223,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.544445,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.555555,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.577778,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.6,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.611112,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.644444,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.666667,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.677778,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.7,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.722222,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.733334,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.755556,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.777778,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.8,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.822223,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.833334,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.855556,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.877778,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.900001,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.922222,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.944445,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.966667,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
8.988889,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.011111,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.033334,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.055555,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.077778,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.1,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.122223,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.144444,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.166667,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.18889,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.211111,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.233334,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.255556,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.277778,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.3,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.322223,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.344444,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.366667,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.388889,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.411111,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.433333,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.455556,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.477778,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.5,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.522223,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.544445,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.566667,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.588889,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.611112,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.622223,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.644444,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.655556,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.677778,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.68889,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.7,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.722222,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.733334,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.755556,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.766667,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.777778,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.8,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.811111,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.833334,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.844444,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.866667,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.877778,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.900001,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.911111,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.922222,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.944445,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.955556,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.977778,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
9.988889,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.02222,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.03333,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.04445,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.06667,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.07778,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.1,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.12222,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.14444,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.15556,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.16667,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.18889,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.2,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.22222,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.23333,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.24444,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.26667,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.27778,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.28889,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.31111,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.32222,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.34444,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.35556,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.36667,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.37778,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.38889,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.4,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.41111,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.42222,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.43333,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.44444,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.45556,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.46667,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.47778,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.48889,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.5,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.51111,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.52222,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.53333,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.54445,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.55556,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.57778,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.58889,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.6,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.61111,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.62222,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.63333,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.64444,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.65556,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.66667,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.67778,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.68889,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.7,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.71111,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.72222,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.73333,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.74444,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.75556,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.76667,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.77778,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.78889,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.8,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.81111,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.82222,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.84444,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.85556,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.86667,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.87778,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.88889,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.9,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.91111,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.92222,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.93333,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.94444,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.95556,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.96667,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
10.98889,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.01111,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.02222,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.03333,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.04445,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.05556,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.06667,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.08889,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.1,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.11111,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.12222,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.14444,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.15556,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.16667,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.18889,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
11.2,18,0,Bar,Quarter-Circle,1,PreTask,0,0,Small Multiples 0,Small Multiples 0,NA,0,0,0
