TimeSinceStart,UserID,Task,Dataset,Layout,QuestionLevel,TrialState,SMManagerPosition.x,SMManagerPosition.y,SMManagerPosition.z,SMManagerScale,CameraPosition.x,CameraPosition.y,CameraPosition.z,CameraEulerAngles.x,CameraEulerAngles.y,CameraEulerAngles.z
7.377778,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.575082,1.422324,-1.324431,354.8891,107.7333,5.463054
7.411111,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.576646,1.415783,-1.324008,355.6313,109.731,6.380412
7.433333,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.576665,1.41491,-1.323315,355.6573,110.3774,6.662348
7.455556,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.576732,1.41477,-1.322623,355.5838,110.8138,6.822412
7.477778,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.576656,1.414716,-1.322003,355.476,111.209,6.873765
7.5,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.576475,1.414609,-1.321433,355.357,111.5782,6.794473
7.511111,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.576385,1.414615,-1.321197,355.3053,111.7552,6.719302
7.533333,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.576157,1.414712,-1.32059,355.2255,112.0804,6.644752
7.555556,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.575809,1.414702,-1.319808,355.2204,112.3487,6.593689
7.566667,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.575523,1.41461,-1.319056,355.2405,112.5812,6.565899
7.588889,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.575388,1.414584,-1.318707,355.2634,112.6805,6.521765
7.611111,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.575142,1.414575,-1.318005,355.3454,112.7937,6.36198
7.633334,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.574989,1.414627,-1.317333,355.354,112.8872,6.223421
7.655556,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.574805,1.414616,-1.316596,355.3761,112.9497,6.179177
7.666667,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.574507,1.414607,-1.315733,355.3844,113.0483,6.217766
7.688889,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.574378,1.414619,-1.315312,355.3773,113.0999,6.287205
7.711111,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.574126,1.414526,-1.314585,355.3473,113.1193,6.348041
7.733334,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.573942,1.414388,-1.31393,355.3597,113.1519,6.327886
7.744445,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.573859,1.4143,-1.313666,355.3725,113.1739,6.304574
7.766667,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.573665,1.414072,-1.313138,355.4213,113.1962,6.21352
7.788889,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.573442,1.413848,-1.312642,355.4811,113.2555,6.152034
7.811111,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.573203,1.413614,-1.312217,355.4981,113.2655,6.096085
7.822222,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.57314,1.413397,-1.312042,355.4825,113.2464,6.056626
7.844445,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.572908,1.412983,-1.311661,355.4913,113.2682,5.980867
7.866667,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.572718,1.412541,-1.311379,355.4757,113.2967,5.890536
7.877778,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.572731,1.411981,-1.310952,355.409,113.3214,5.874518
7.9,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.57271,1.411634,-1.310636,355.3781,113.3578,5.867374
7.922223,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.572735,1.411048,-1.310045,355.2839,113.4138,5.850965
7.933333,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.572844,1.410586,-1.309429,355.1375,113.4292,5.757464
7.955556,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.572836,1.41038,-1.30912,355.0681,113.4527,5.678981
7.977778,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.572831,1.410187,-1.308461,354.9749,113.4853,5.414326
8,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.572788,1.410056,-1.308011,354.8264,113.4884,5.111882
8.022223,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.572772,1.409739,-1.307638,354.6584,113.4704,4.778511
8.044445,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.572872,1.409652,-1.30731,354.5431,113.4547,4.456471
8.066667,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.572859,1.409862,-1.30699,354.4905,113.4395,4.119127
8.077778,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.572965,1.410099,-1.307001,354.5313,113.3847,3.722038
8.1,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.573032,1.410256,-1.307079,354.554,113.3589,3.51382
8.122222,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.573319,1.410702,-1.307522,354.6199,113.2445,3.036523
8.133333,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.573689,1.411176,-1.308179,354.669,113.1596,2.693367
8.155556,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.573842,1.411398,-1.308544,354.6961,113.1329,2.543954
8.177778,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.574199,1.411852,-1.30951,354.8729,113.037,2.471872
8.2,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.574359,1.412495,-1.310557,355.0034,112.9478,2.514547
8.211111,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.575034,1.41308,-1.311808,355.007,112.8503,2.77873
8.233334,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.575297,1.413348,-1.312362,355.0143,112.7975,2.903049
8.255556,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.575941,1.413952,-1.313691,355.037,112.6953,3.327353
8.266666,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.576561,1.414617,-1.31515,355.072,112.6198,3.808507
8.288889,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.576909,1.414873,-1.315889,355.0632,112.5473,4.072148
8.311111,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.57759,1.415382,-1.317452,354.9703,112.4677,4.66516
8.322223,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.578149,1.415654,-1.318981,354.8522,112.4211,5.307451
8.344444,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.578401,1.415909,-1.31976,354.8003,112.3888,5.684507
8.366667,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.5789,1.416325,-1.321137,354.5882,112.3773,6.493472
8.388889,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.579383,1.416843,-1.322274,354.3737,112.3761,7.329906
8.411111,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.579788,1.417194,-1.32321,354.2274,112.4352,8.08022
8.422222,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.579992,1.417269,-1.323688,354.1434,112.4836,8.400055
8.444445,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.580452,1.417358,-1.324467,353.9843,112.6057,8.834862
8.466667,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.58073,1.417475,-1.325185,353.9254,112.7401,9.052746
8.477778,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.580328,1.416904,-1.325776,353.8539,113.1378,9.08739
8.5,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.579939,1.416551,-1.325938,353.9978,113.4526,9.119368
8.522223,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.579028,1.415951,-1.326139,354.2154,114.1442,8.925179
8.544445,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.578058,1.415434,-1.326538,354.2743,114.6591,8.362665
8.555555,18,0,Bar,Quarter-Circle,1,PreTask,0.15,-0.54592,0.4,0.8476125,-1.577351,1.41504,-1.326609,354.2645,115.397,7.709444
