TimeSinceStart,UserHeight,TrialID,ParticipantID,ExperimentSequence,Dataset,Layout,TaskID,TaskLevel,TrialState,CameraPosition.x,CameraPosition.y,CameraPosition.z,CameraEulerAngles.x,CameraEulerAngles.y,CameraEulerAngles.z,LeftControllerPosition.x,LeftControllerPosition.y,LeftControllerPosition.z,LeftControllerEulerAngles.x,LeftControllerEulerAngles.y,LeftControllerEulerAngles.z,RightControllerPosition.x,RightControllerPosition.y,RightControllerPosition.z,RightControllerEulerAngles.x,RightControllerEulerAngles.y,RightControllerEulerAngles.z,LeftMenuButtonPressed,LeftTriggerButtonPressed,LeftGripButtonPressed,LeftPadPressed,RightMenuButtonPressed,RightTriggerButtonPressed,RightGripButtonPressed,RightPadPressed,RotatingClockwise,RotatingAnticlockwise,ScaleUp,ScaleDown,SMManagerPosition.x,SMManagerPosition.y,SMManagerPosition.z,SMManagerScale,SMRotationDiff,FilterXMin,FilterXMax,FilterYMin,FilterYMax,FilterZMin,FilterZMax,RawGazeFromPupil2D.x,RawGazeFromPupil2D.y,SMGazed,GazePositionAfterCalculation.x,GazePositionAfterCalculation.y,GazePositionAfterCalculation.z
7.377778,1.436631,0,18,6,Bar,Quarter-Circle,0,1,PreTask,-1.575082,1.422324,-1.324431,354.8891,107.7333,5.463054,-1.909836,0.8976346,-1.877656,346.5509,192.0222,2.805902,-2.063961,0.895727,-1.869255,345.8404,135.6946,356.8216,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.54592,0.4,0.8476125,0,0,1,0,1,0,1,0,0,NA,0,0,0
7.411111,1.436631,0,18,6,Bar,Quarter-Circle,0,1,PreTask,-1.576646,1.415783,-1.324008,355.6313,109.731,6.380412,-1.91001,0.8975862,-1.877825,346.5574,192.0196,2.806736,-2.063922,0.8957046,-1.869119,345.8454,135.6912,356.8136,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.54592,0.4,0.8476125,0,0,1,0,1,0,1,0,0,NA,0,0,0
7.433333,1.436631,0,18,6,Bar,Quarter-Circle,0,1,PreTask,-1.576665,1.41491,-1.323315,355.6573,110.3774,6.662348,-1.910092,0.8976734,-1.877661,346.553,192.0224,2.79843,-2.06403,0.8955947,-1.869261,345.8409,135.7111,356.7641,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.54592,0.4,0.8476125,0,0,1,0,1,0,1,0,0,NA,0,0,0
7.455556,1.436631,0,18,6,Bar,Quarter-Circle,0,1,PreTask,-1.576732,1.41477,-1.322623,355.5838,110.8138,6.822412,-1.909903,0.8974881,-1.877679,346.5549,192.0227,2.788502,-2.064231,0.8957679,-1.869301,345.8473,135.7141,356.7123,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.54592,0.4,0.8476125,0,0,1,0,1,0,1,0,0,NA,0,0,0
7.477778,1.436631,0,18,6,Bar,Quarter-Circle,0,1,PreTask,-1.576656,1.414716,-1.322003,355.476,111.209,6.873765,-1.909864,0.8975319,-1.877618,346.5602,192.022,2.786382,-2.064321,0.8957399,-1.869637,345.8498,135.7418,356.6402,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.54592,0.4,0.8476125,0,0,1,0,1,0,1,0,0,NA,0,0,0
7.5,1.436631,0,18,6,Bar,Quarter-Circle,0,1,PreTask,-1.576475,1.414609,-1.321433,355.357,111.5782,6.794473,-1.909924,0.8974416,-1.877844,346.5616,192.0165,2.786272,-2.064297,0.8956826,-1.869512,345.8326,135.7375,356.6082,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.54592,0.4,0.8476125,0,0,1,0,1,0,1,0,0,NA,0,0,0
7.511111,1.436631,0,18,6,Bar,Quarter-Circle,0,1,PreTask,-1.576385,1.414615,-1.321197,355.3053,111.7552,6.719302,-1.909939,0.8974555,-1.87766,346.5432,192.0106,2.792077,-2.064128,0.8958191,-1.869389,345.8423,135.7586,356.5542,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.54592,0.4,0.8476125,0,0,1,0,1,0,1,0,0,NA,0,0,0
7.533333,1.436631,0,18,6,Bar,Quarter-Circle,0,1,PreTask,-1.576157,1.414712,-1.32059,355.2255,112.0804,6.644752,-1.909986,0.8974804,-1.877671,346.5397,192.0157,2.790584,-2.064172,0.8958364,-1.869385,345.8505,135.7572,356.5468,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.54592,0.4,0.8476125,0,0,1,0,1,0,1,0,0,NA,0,0,0
7.555556,1.436631,0,18,6,Bar,Quarter-Circle,0,1,PreTask,-1.575809,1.414702,-1.319808,355.2204,112.3487,6.593689,-1.909771,0.8975544,-1.87767,346.5447,192.002,2.798002,-2.06427,0.8959919,-1.869312,345.8412,135.7655,356.5432,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.54592,0.4,0.8476125,0,0,1,0,1,0,1,0,0,NA,0,0,0
7.566667,1.436631,0,18,6,Bar,Quarter-Circle,0,1,PreTask,-1.575523,1.41461,-1.319056,355.2405,112.5812,6.565899,-1.909748,0.8975251,-1.87758,346.5515,191.9945,2.800479,-2.064319,0.8960044,-1.869327,345.8458,135.7599,356.5544,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.54592,0.4,0.8476125,0,0,1,0,1,0,1,0,0,NA,0,0,0
7.588889,1.436631,0,18,6,Bar,Quarter-Circle,0,1,PreTask,-1.575388,1.414584,-1.318707,355.2634,112.6805,6.521765,-1.909743,0.8975418,-1.877587,346.5407,191.9917,2.808278,-2.064345,0.8960526,-1.86931,345.8378,135.7614,356.5605,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.54592,0.4,0.8476125,0,0,1,0,1,0,1,0,0,NA,0,0,0
7.611111,1.436631,0,18,6,Bar,Quarter-Circle,0,1,PreTask,-1.575142,1.414575,-1.318005,355.3454,112.7937,6.36198,-1.909806,0.8975755,-1.877529,346.5571,191.9896,2.797921,-2.064221,0.8958986,-1.869351,345.8461,135.7493,356.595,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.54592,0.4,0.8476125,0,0,1,0,1,0,1,0,0,NA,0,0,0
7.633334,1.436631,0,18,6,Bar,Quarter-Circle,0,1,PreTask,-1.574989,1.414627,-1.317333,355.354,112.8872,6.223421,-1.909799,0.8975821,-1.877694,346.5635,191.9893,2.790821,-2.0642,0.8958766,-1.869351,345.8467,135.7503,356.6398,False,False,False,False,False,False,False,False,False,False,False,False,0.15,-0.54592,0.4,0.8476125,0,0,1,0,1,0,1,0,0,NA,0,0,0
